idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,0.000953236801853299,11,0.85836081469816,0.2326,55,,2.65490757222436e-05,,,,,,,0.0909090909090909,,,,,,0,5.76253101427755e-09,0.0446765247057197
2,0.00102396275222884,11,0.708114097977095,0.191885902022905,57,,1.95703568339764e-05,,,,,,,0.0909090909090909,,,,,,0,3.19547075006487e-09,0.0751974603170689
3,0.00105501364453482,11,0.668774425867256,0.181225574132744,58,,1.65829317400924e-05,,,,,,,0.0909090909090909,,,,,,0,2.20023490622493e-09,0.0948869154436826
4,0.00107236359124891,11,0.629434753757418,0.170565246242582,59,,1.49339097121604e-05,,,,,,,0.0909090909090909,,,,,,0,1.67522683322724e-09,0.0943298068453162
5,0.00108341810856448,11,0.590095081647579,0.159904918352421,59,,1.38907721797951e-05,,,,,,,0.0909090909090909,,,,,,0,1.35169459159228e-09,0.0704875936294971
6,0.00107188383112736,11,0.55075540953774,0.14924459046226,59,,1.30204944848765e-05,,,,,,,0.0909090909090909,,,,,,0,1.13263301703856e-09,0.0301251544135361
7,0.00106601479733836,11,0.511415737427902,0.138584262572098,59,,1.24206431507337e-05,,,,,,,0.0909090909090909,,,,,,0,9.7449349785005e-10,0.0728306406864997
8,0.00107823816808513,11,0.472076065318063,0.127923934681937,59,,1.20885936008655e-05,,,,,,,0.0909090909090909,,,,,,0,8.5505411805879e-10,0.0494961422401844
9,0.0011037323202776,11,0.432736393208224,0.117263606791775,60,,1.19282353175433e-05,,,,,,,0.0909090909090909,,,,,,0,7.6162981494049e-10,0.0960794702468304
10,0.00114001128497748,11,0.393396721098386,0.106603278901614,61,,1.18877005152402e-05,,,,,,,0.0909090909090909,,,,,,0,6.8660632215505e-10,0.0431349878928592
