idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,0,11,0.85836081469816,0.2326,59,,,2.9131306691347e-05,,,,,,0.0909090909090909,,,,,,0,5.76253101427755e-09,0.0446765247057197
2,0,11,0.708114097977095,0.191885902022905,59,,,2.01650529299023e-05,,,,,,0.0909090909090909,,,,,,0,3.19547075006487e-09,0.0751974603170689
3,0,11,0.668774425867256,0.181225574132744,59,,,1.66888832221797e-05,,,,,,0.0909090909090909,,,,,,0,2.20023490622493e-09,0.0948869154436826
4,0,11,0.629434753757418,0.170565246242582,59,,,1.48551297747327e-05,,,,,,0.0909090909090909,,,,,,0,1.67522683322724e-09,0.0943298068453162
5,0,11,0.590095081647579,0.159904918352421,59,,,1.37250931258276e-05,,,,,,0.0909090909090909,,,,,,0,1.35169459159228e-09,0.0704875936294971
6,0,11,0.55075540953774,0.14924459046226,59,,,1.29599526676107e-05,,,,,,0.0909090909090909,,,,,,0,1.13263301703856e-09,0.0301251544135361
7,0,11,0.511415737427902,0.138584262572098,59,,,1.24076013735938e-05,,,,,,0.0909090909090909,,,,,,0,9.7449349785005e-10,0.0728306406864997
8,0,11,0.472076065318063,0.127923934681937,59,,,1.19904223134651e-05,,,,,,0.0909090909090909,,,,,,0,8.5505411805879e-10,0.0494961422401844
9,0,11,0.432736393208224,0.117263606791775,59,,,1.16641089732905e-05,,,,,,0.0909090909090909,,,,,,0,7.6162981494049e-10,0.0960794702468304
10,0,11,0.393396721098386,0.106603278901614,59,,,1.14020661674546e-05,,,,,,0.0909090909090909,,,,,,0,6.8660632215505e-10,0.0431349878928592
