idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00274840486663519,0.10354815006688,5,0.1,0.25,0.8,,,,,14999,704,0,0,2.47355982565216e-06,0,0,,0,0,2,0
2,0.1,0.00698462311057113,0.0290391789828629,5,0.02,0.65,0.95,,,,,2998,705,0,0,2.3964034733733e-06,0,0,,0,0,2,0
3,0.1,0.00405818818323798,0.105069869005067,5,0.1,0.2,0.45,,,,,14999,704,0,0,3.75306700907586e-06,0,0,,0,0,2,0
4,0.1,0.0034200509537685,0.054426636362632,5,0.05,0.4,0.2,,,,,7499,704,0,0,2.39246022220614e-06,0,0,,0,0,2,0
5,0.1,0.00303992388740325,0.0539017247325922,5,0.05,0.845,0.1,,,,,7474,728,24,0.00016,2.66597109104487e-06,5.12e-08,0,,0,0,2,0
6,0.1,0.00464141199276071,0.0459970661276214,5,0.04,0.35,0.55,,,,,5999,704,0,0,2.44667750246929e-06,0,0,,0,0,1,0
7,0.1,147.748062207065,0.198586493010721,5,0.2,0.6,0.15,,,,,26328,3289,3672,0.02448,1.00009567466304,0.0005992704,0,,0,0,1,0
8,0.1,0.00259568323380485,0.103338943054751,5,0.1,0.85,0.85,,,,,14999,704,0,0,2.59105408388207e-06,0,0,,0,0,1,0
9,0.1,0.00266809275633283,0.103441361273335,5,0.1,0.15,0.3,,,,,14998,705,0,0,2.50253328511368e-06,0,0,,0,0,1,0
10,0.1,0.00179558024934564,0.202305600572501,5,0.2,0.45,0.75,,,,,29998,704,0,0,2.65140556416504e-06,0,0,,0,0,1,0
