idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.250000473165414,0.5,12,0.5,0.5,0.5,,,,,73246,1466,1749,0.01166,0.0104166863818923,0.0002719112,0,0,0,2,0
1,1,0.250000473165414,0.5,12,0.5,0.5,0.5,,,,,73246,1466,1749,0.01166,0.0104166863818923,0.0002719112,0,0,0,2,0
