idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000152836690560228,0.100238474032905,5,0.1,0.6,0.75,,,,,14997,1,0,0,1.67347614370306e-07,0,0,0,0,2,0
2,0.1,0.00227401150149061,0.102142580475817,5,0.1,0.5,0.85,,,,,14997,1,0,0,8.09215755731973e-05,0,0,0,0,2,0
3,0.1,25.8318656926911,0.105010073201851,5,0.1,0.7,0.65,,,,,14996,1,0,0,0.998062386240689,0,0,0,0,2,0
4,0.1,0.000565675201455764,0.100630450150966,5,0.1,0.45,0.9,,,,,14996,1,0,0,1.4446031089865e-05,0,0,0,0,2,0
5,0.1,0.000802730018268871,0.100726379902935,5,0.1,0.35,0.7,,,,,14996,1,0,0,0.000117523844445599,0,0,0,0,2,0
6,0.1,26.1550564045687,0.0847776944104869,5,0.1,0.4,0.4,,,,,14996,1,1,6.66666666666667e-06,1.0058369932403,4.44444444444444e-11,0,0,0,1,0
7,0.1,0.00429418949094373,0.10380241686101,5,0.1,0.3,0.7,,,,,14996,1,0,0,0.000142695834084046,0,0,0,0,1,0
8,0.1,0.00112796449511506,0.101378760777911,5,0.1,0.4,0.8,,,,,14996,1,0,0,4.91390662276473e-06,0,0,0,0,1,0
9,0.1,1.79593210423553e-05,0.100059163632246,5,0.1,0.55,0.45,,,,,14997,0,1,6.66666666666667e-06,4.93149525137518e-15,4.44444444444444e-11,0,0,0,1,0
10,0.1,0.00055615749582359,0.101066349184566,5,0.1,0.45,0.25,,,,,14996,1,3,2e-05,4.71031540029992e-09,4e-10,0,0,0,1,0
