idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00376611471335065,0.103688554704825,4.5,0.1,0.6,0.75,,,,,14997,1,0,0,0.000148540565970431,0,0,0,0,2,0
2,0.1,0.000862925934602899,0.100981237430175,4.5,0.1,0.5,0.85,,,,,14997,1,0,0,3.59297337087913e-05,0,0,0,0,2,0
3,0.1,43.8208681444229,0.090196771581384,4.5,0.1,0.7,0.65,,,,,14996,1,1,6.66666666666667e-06,1.00201543099119,8.88888888888889e-11,0,0,0,2,0
4,0.1,0.000238282145197106,0.100304935017673,4.5,0.1,0.45,0.9,,,,,14996,1,0,0,9.95433607257142e-06,0,0,0,0,2,0
5,0.1,0.000513568496788925,0.10061680731329,4.5,0.1,0.35,0.7,,,,,14996,1,1,6.66666666666667e-06,2.02126404671955e-05,8.88888888888889e-11,0,0,0,2,0
6,0.1,0.00114354434735375,0.101412036094029,4.5,0.1,0.4,0.4,,,,,14996,1,2,1.33333333333333e-05,1.4915615277479e-05,1.77777777777778e-10,0,0,0,1,0
7,0.1,0.000721968651230887,0.100798533439641,4.5,0.1,0.3,0.7,,,,,14996,1,1,6.66666666666667e-06,4.75157101601361e-05,4.44444444444444e-11,0,0,0,1,0
8,0.1,0.000659544513462661,0.100773848899283,4.5,0.1,0.4,0.8,,,,,14996,1,1,6.66666666666667e-06,2.59387487150967e-05,4.44444444444444e-11,0,0,0,1,0
9,0.1,0.000873776836135439,0.101027882041355,4.5,0.1,0.55,0.45,,,,,14997,0,1,6.66666666666667e-06,2.52344356709569e-05,4.44444444444444e-11,0,0,0,1,0
10,0.1,2.06943956150596e-05,0.100031736109041,4.5,0.1,0.45,0.25,,,,,14996,1,3,2e-05,1.01355653670141e-06,4e-10,0,0,0,1,0
