idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,49.9286059629741,0.0474089944254541,1,0.1,0.6,0.15,,,,,10026,4668,4974,0.03316,1.00210886880795,0.0021991712,0,0,0,2,0
2,0.1,38.2252131441147,0.0951222537243858,1,0.1,0.75,0.4,,,,,11553,3141,3447,0.02298,1.00025524350838,0.0010561608,0,0,0,2,0
3,0.1,33.6602447961476,0.108914995714757,1,0.1,0.55,0.3,,,,,11274,3420,3726,0.02484,0.99947043552251,0.0012340512,0,0,0,2,0
4,0.1,52.5092945024723,0.0511781650947215,1,0.1,0.8,0.25,,,,,11112,3581,3888,0.02592,1.00186128024934,0.0013436928,0,0,0,2,0
5,0.1,0.00108465964850903,0.105728724069127,1,0.1,0.65,0.5,,,,,11529,3164,3471,0.02314,2.5850681954032e-05,0.0010709192,0,0,0,2,0
6,0.1,38.1211501573334,0.0950768063364788,1,0.1,0.85,0.45,,,,,11687,3006,3313,0.0220866666666667,1.00025832533954,0.000487820844444444,0,0,0,1,0
7,0.1,0.00233333766594111,0.124328110375117,1,0.1,0.7,0.1,,,,,9190,5500,5810,0.0387333333333333,8.78656292295988e-10,0.00150027111111111,0,0,0,1,0
8,0.1,46.9151315312615,0.0665546243574516,1,0.1,0.5,0.2,,,,,10610,4084,4390,0.0292666666666667,1.00142679893644,0.000856537777777778,0,0,0,1,0
9,0.1,18.0471202397821,0.177174427129004,1,0.1,0.9,0.35,,,,,11464,3229,3536,0.0235733333333333,0.991483921428489,0.000555702044444444,0,0,0,1,0
10,0.1,0.00152345724631534,0.108250522606237,1,0.1,0.45,0.5,,,,,11492,3201,3508,0.0233866666666667,1.97705929883863e-05,0.000546936177777778,0,0,0,1,0
