idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,49.9286059629741,0.0474089944254541,1,0.1,0.6,0.15,,,,,10100,4603,4900,0.0326666666666667,1.00210886880795,0.00213422222222222,0,0,0,2,0
2,0.1,38.2252131441147,0.0951222537243858,1,0.1,0.75,0.4,,,,,11540,3164,3460,0.0230666666666667,1.00025524350838,0.00106414222222222,0,0,0,2,0
3,0.1,33.6602447961476,0.108914995714757,1,0.1,0.55,0.3,,,,,11268,3435,3732,0.02488,0.99947043552251,0.0012380288,0,0,0,2,0
4,0.1,52.5092945024723,0.0511781650947215,1,0.1,0.8,0.25,,,,,11140,3563,3860,0.0257333333333333,1.00186128024934,0.00132440888888889,0,0,0,2,0
5,0.1,0.00108465964850903,0.105728724069127,1,0.1,0.65,0.5,,,,,11577,3126,3423,0.02282,2.5850681954032e-05,0.0010415048,0,0,0,2,0
6,0.1,38.1211501573334,0.0950768063364788,1,0.1,0.85,0.45,,,,,11668,3035,3332,0.0222133333333333,1.00025832533954,0.000493432177777778,0,0,0,1,0
7,0.1,0.00233333766594111,0.124328110375117,1,0.1,0.7,0.1,,,,,9240,5454,5760,0.0384,8.78656292295988e-10,0.00147456,0,0,0,1,0
8,0.1,46.9151315312615,0.0665546243574516,1,0.1,0.5,0.2,,,,,10594,4108,4406,0.0293733333333333,1.00142679893644,0.000862792711111111,0,0,0,1,0
9,0.1,18.0471202397821,0.177174427129004,1,0.1,0.9,0.35,,,,,11486,3217,3514,0.0234266666666667,0.991483921428489,0.000548808711111111,0,0,0,1,0
10,0.1,0.00152345724631534,0.108250522606237,1,0.1,0.45,0.5,,,,,11505,3198,3495,0.0233,1.97705929883863e-05,0.00054289,0,0,0,1,0
