idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00875193945131262,0.0456656859764675,1.4,0.01,0.95,0.06,,,,,1499,5369,1,6.66666666666667e-06,1.10786540542833e-05,8.88888888888889e-11,0,0,0,2,0
2,0.1,0.00896550447594984,0.0457795380642671,1.4,0.01,0.95,0.06,,,,,1498,5369,2,1.33333333333333e-05,1.40310072340408e-05,3.55555555555556e-10,0,0,0,2,0
3,0.1,0.00873053028274014,0.0460418293560803,1.4,0.01,0.95,0.06,,,,,1499,5372,1,6.66666666666667e-06,9.54869862990073e-06,8.88888888888889e-11,0,0,0,2,0
4,0.1,0.00885200914901978,0.0456682836076715,1.4,0.01,0.95,0.06,,,,,1499,5370,1,6.66666666666667e-06,1.25936309845225e-05,8.88888888888889e-11,0,0,0,2,0
5,0.1,0.00871676155180157,0.0457426969175417,1.4,0.01,0.95,0.06,,,,,1500,5368,0,0,1.03215490497765e-05,0,0,0,0,2,0
6,0.1,0.00894840397531706,0.0457821342781885,1.4,0.01,0.95,0.06,,,,,1500,5369,0,0,1.37234111129679e-05,0,0,0,0,1,0
7,0.1,0.0087984693760085,0.0460172562755922,1.4,0.01,0.95,0.06,,,,,1499,5368,1,6.66666666666667e-06,1.05221317788492e-05,4.44444444444444e-11,0,0,0,1,0
8,0.1,0.00880936467135418,0.0456655924588208,1.4,0.01,0.95,0.06,,,,,1499,5370,1,6.66666666666667e-06,1.19344716151449e-05,4.44444444444444e-11,0,0,0,1,0
9,0.1,0.00884034999340086,0.0458694794016585,1.4,0.01,0.95,0.06,,,,,1498,5368,2,1.33333333333333e-05,1.16416221630138e-05,1.77777777777778e-10,0,0,0,1,0
10,0.1,0.00899864969269803,0.0457387632783151,1.4,0.01,0.95,0.06,,,,,1499,5374,1,6.66666666666667e-06,1.48072328250721e-05,4.44444444444444e-11,0,0,0,1,0
