idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,301.362419830098,0.31523645962355,1,0.2,0.65,0.3,,,,,18238,7556,11762,0.0784133333333333,0.999235522423603,0.0122973016888889,0,,0,0,2,0
2,0.1,0.000705200310113354,0.0556214013836744,1,0.05,0.55,0.15,,,,,5235,4326,2265,0.0151,1.19170785440703e-07,0.00045602,0,,0,0,2,0
3,0.1,0.000294801063837867,0.10237276905859,1,0.1,0.4,0.25,,,,,9971,7087,5029,0.0335266666666667,1.02088541484465e-07,0.00224807475555556,0,,0,0,2,0
4,0.1,899.162426573989,0.0978164357815309,1,0.25,0.6,0.1,,,,,13987,7151,23513,0.156753333333333,1.00033855801744,0.0491432150222222,0,,0,0,2,0
5,0.1,0.00446203522492324,0.0460748777182786,1,0.01,0.8,0.4,,,,,1471,3382,29,0.000193333333333333,9.4970785156445e-08,7.47555555555556e-08,0,,0,0,2,0
6,0.1,0.00335875990281319,0.046856104738816,1,0.02,0.7,0.3,,,,,2688,3658,312,0.00208,1.13475511185932e-07,4.3264e-06,0,,0,0,1,0
7,0.1,2519.55113225258,0.0958671560402918,1,0.25,0.8,0.2,,,,,19634,5939,17866,0.119106666666667,1.00012235693208,0.0141863980444444,0,,0,0,1,0
8,0.1,3244.98001612229,0.0968245366987109,1,0.2,0.95,0.35,,,,,19779,6013,10221,0.06814,1.00006359283778,0.0046430596,0,,0,0,1,0
9,0.1,0.00529631163306248,0.052851120134011,1,0.01,0.75,0.45,,,,,1465,3389,35,0.000233333333333333,9.38568571886594e-08,5.44444444444444e-08,0,,0,0,1,0
10,0.1,0.00655260325788339,0.0630798714232787,1,0.01,0.85,0.65,,,,,1474,3382,26,0.000173333333333333,9.2029627237986e-08,3.00444444444444e-08,0,,0,0,1,0
