idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00244569975077895,0.0457971171876866,0.1,0.01,0.95,0.06,,,,,559,6325,941,0.00627333333333333,0.0535386344321665,7.87094222222222e-05,0,0,0,2,0
2,0.1,0.00244569998504615,0.0457971213447787,0.1,0.01,0.95,0.06,,,,,547,6338,953,0.00635333333333333,0.0535386312440619,8.07296888888889e-05,0,0,0,2,0
3,0.1,0.00244569891329674,0.045797121679668,0.1,0.01,0.95,0.06,,,,,571,6312,929,0.00619333333333333,0.0535385610975588,7.67147555555556e-05,0,0,0,2,0
4,0.1,0.00244569947010835,0.0457971166491162,0.1,0.01,0.95,0.06,,,,,562,6320,938,0.00625333333333333,0.0535386188040705,7.82083555555555e-05,0,0,0,2,0
5,0.1,0.0024457028218398,0.0457971511948961,0.1,0.01,0.95,0.06,,,,,564,6320,936,0.00624,0.0535386823433431,7.78752e-05,0,0,0,2,0
6,0.1,0.00244570231538693,0.045797152140194,0.1,0.01,0.95,0.06,,,,,603,6281,897,0.00598,0.0535386457499443,3.57604e-05,0,0,0,1,0
7,0.1,0.00244569882617621,0.0457971044086995,0.1,0.01,0.95,0.06,,,,,564,6315,936,0.00624,0.0535386311301375,3.89376e-05,0,0,0,1,0
8,0.1,0.00244570106099393,0.045797134332562,0.1,0.01,0.95,0.06,,,,,563,6318,937,0.00624666666666667,0.0535386433304972,3.90208444444444e-05,0,0,0,1,0
9,0.1,0.00244569711583455,0.045797087174392,0.1,0.01,0.95,0.06,,,,,585,6294,915,0.0061,0.0535385969822325,3.721e-05,0,0,0,1,0
10,0.1,0.00244570298040569,0.0457971535026973,0.1,0.01,0.95,0.06,,,,,578,6306,922,0.00614666666666667,0.0535386824006479,3.77815111111111e-05,0,0,0,1,0
