idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00244569975077895,0.0457971171876866,0.1,0.01,0.95,0.06,,,,,554,6306,946,0.00630666666666667,0.0535386344321665,7.95480888888889e-05,0,0,0,2,0
2,0.1,0.00244569998504615,0.0457971213447787,0.1,0.01,0.95,0.06,,,,,569,6288,931,0.00620666666666667,0.0535386312440619,7.70454222222222e-05,0,0,0,2,0
3,0.1,0.00244569891329674,0.045797121679668,0.1,0.01,0.95,0.06,,,,,580,6283,920,0.00613333333333333,0.0535385610975588,7.52355555555556e-05,0,0,0,2,0
4,0.1,0.00244569947010835,0.0457971166491162,0.1,0.01,0.95,0.06,,,,,535,6322,965,0.00643333333333333,0.0535386188040705,8.27755555555556e-05,0,0,0,2,0
5,0.1,0.0024457028218398,0.0457971511948961,0.1,0.01,0.95,0.06,,,,,550,6313,950,0.00633333333333333,0.0535386823433431,8.02222222222222e-05,0,0,0,2,0
6,0.1,0.00244570231538693,0.045797152140194,0.1,0.01,0.95,0.06,,,,,542,6317,958,0.00638666666666667,0.0535386457499443,4.07895111111111e-05,0,0,0,1,0
7,0.1,0.00244569882617621,0.0457971044086995,0.1,0.01,0.95,0.06,,,,,561,6298,939,0.00626,0.0535386311301375,3.91876e-05,0,0,0,1,0
8,0.1,0.00244570106099393,0.045797134332562,0.1,0.01,0.95,0.06,,,,,543,6314,957,0.00638,0.0535386433304972,4.07044e-05,0,0,0,1,0
9,0.1,0.00244569711583455,0.045797087174392,0.1,0.01,0.95,0.06,,,,,585,6271,915,0.0061,0.0535385969822325,3.721e-05,0,0,0,1,0
10,0.1,0.00244570298040569,0.0457971535026973,0.1,0.01,0.95,0.06,,,,,553,6308,947,0.00631333333333333,0.0535386824006479,3.98581777777778e-05,0,0,0,1,0
