idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00244569975077895,0.0457971171876866,0.1,0.01,0.95,0.06,,,,,578,6290,922,0.00614666666666667,0.0535386344321665,7.55630222222222e-05,0,0,0,2,0
2,0.1,0.00244569998504615,0.0457971213447787,0.1,0.01,0.95,0.06,,,,,574,6293,926,0.00617333333333333,0.0535386312440619,7.62200888888889e-05,0,0,0,2,0
3,0.1,0.00244569891329674,0.045797121679668,0.1,0.01,0.95,0.06,,,,,590,6281,910,0.00606666666666667,0.0535385610975588,7.36088888888889e-05,0,0,0,2,0
4,0.1,0.00244569947010835,0.0457971166491162,0.1,0.01,0.95,0.06,,,,,576,6293,924,0.00616,0.0535386188040705,7.58912e-05,0,0,0,2,0
5,0.1,0.0024457028218398,0.0457971511948961,0.1,0.01,0.95,0.06,,,,,549,6319,951,0.00634,0.0535386823433431,8.03912e-05,0,0,0,2,0
6,0.1,0.00244570231538693,0.045797152140194,0.1,0.01,0.95,0.06,,,,,549,6320,951,0.00634,0.0535386457499443,4.01956e-05,0,0,0,1,0
7,0.1,0.00244569882617621,0.0457971044086995,0.1,0.01,0.95,0.06,,,,,573,6294,927,0.00618,0.0535386311301375,3.81924e-05,0,0,0,1,0
8,0.1,0.00244570106099393,0.045797134332562,0.1,0.01,0.95,0.06,,,,,601,6268,899,0.00599333333333333,0.0535386433304972,3.59200444444444e-05,0,0,0,1,0
9,0.1,0.00244569711583455,0.045797087174392,0.1,0.01,0.95,0.06,,,,,577,6289,923,0.00615333333333333,0.0535385969822325,3.78635111111111e-05,0,0,0,1,0
10,0.1,0.00244570298040569,0.0457971535026973,0.1,0.01,0.95,0.06,,,,,539,6334,961,0.00640666666666667,0.0535386824006479,4.10453777777778e-05,0,0,0,1,0
