idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00304357823393375,0.103582825956393,7,0.1,0.25,0.8,,,,,14999,696,0,0,6.96030085322249e-08,0,0,,0,0,2,0
2,0.1,0.00307514484298263,0.0245336846689609,7,0.02,0.65,0.95,,,,,3000,695,0,0,1.08662013792069e-09,0,0,,0,0,2,0
3,0.1,0.00214249654649178,0.102249649127851,7,0.1,0.2,0.45,,,,,14999,696,0,0,4.12850061599167e-07,0,0,,0,0,2,0
4,0.1,0.00181494507282179,0.051908816805709,7,0.05,0.4,0.2,,,,,7500,695,0,0,4.03091845806389e-07,0,0,,0,0,2,0
5,0.1,0.00231110294100487,0.052370786773797,7,0.05,0.845,0.1,,,,,7496,697,3,2e-05,5.79240790411311e-07,8e-10,0,,0,0,2,0
6,0.1,0.00574406470606514,0.0556817812591747,7,0.04,0.35,0.55,,,,,6000,696,0,0,2.51623928025625e-17,0,0,,0,0,1,0
7,0.1,1259.77897379571,0.199386542045667,7,0.2,0.6,0.15,,,,,27124,2580,2874,0.01916,1.00000681741862,0.0003671056,0,,0,0,1,0
8,0.1,0.00183679572014063,0.101914535171157,7,0.1,0.85,0.85,,,,,15000,695,0,0,4.59775419983294e-07,0,0,,0,0,1,0
9,0.1,0.00113498107576047,0.101225717963564,7,0.1,0.15,0.3,,,,,14999,695,0,0,2.71517244199997e-07,0,0,,0,0,1,0
10,0.1,0.00330285917847161,0.206800683416697,7,0.2,0.45,0.75,,,,,29999,695,0,0,3.0258671995881e-13,0,0,,0,0,1,0
