idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,32.3234903237674,0.0364710457999229,3.5,0.1,0.6,0.15,,,,,14297,406,702,0.00468,1.01385295446228,4.38048e-05,0,0,0,2,0
2,0.1,0.000460659446576701,0.100740573267486,3.5,0.1,0.75,0.4,,,,,14693,11,307,0.00204666666666667,1.29623640751481e-05,8.37768888888889e-06,0,0,0,2,0
3,0.1,0.00051051471257088,0.100768357438642,3.5,0.1,0.55,0.3,,,,,14669,34,329,0.00219333333333333,2.65773903520027e-05,9.62142222222222e-06,0,0,0,2,0
4,0.1,32.6444370985811,0.0385010639616227,3.5,0.1,0.8,0.25,,,,,14639,64,360,0.0024,1.01327465352374,1.152e-05,0,0,0,2,0
5,0.1,0.000539767330721961,0.100815306122459,3.5,0.1,0.65,0.5,,,,,14684,19,315,0.0021,2.55892352442451e-05,8.82e-06,0,0,0,2,0
6,0.1,0.000456246929151336,0.100744767903882,3.5,0.1,0.85,0.45,,,,,14696,7,303,0.00202,1.09010333758252e-05,4.0804e-06,0,0,0,1,0
7,0.1,3.66538666102267,0.12438740804522,3.5,0.1,0.7,0.1,,,,,13413,1281,1584,0.01056,0.954493889478632,0.0001115136,0,0,0,1,0
8,0.1,19.2142949712564,0.175685267761386,3.5,0.1,0.5,0.2,,,,,14554,148,444,0.00296,0.97280360863534,8.7616e-06,0,0,0,1,0
9,0.1,0.000487206673422472,0.100749020390175,3.5,0.1,0.9,0.35,,,,,14686,17,313,0.00208666666666667,2.11972350367343e-05,4.35417777777778e-06,0,0,0,1,0
10,0.1,0.000579146077860152,0.100874813141942,3.5,0.1,0.45,0.5,,,,,14677,26,321,0.00214,2.55810932785618e-05,4.5796e-06,0,0,0,1,0
