idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.2,0.00807763585763812,0.116651867142854,2,0.1,0.7,0.5,,,,,12967,3724,2032,0.0135466666666667,0.000262328959221563,0.000367024355555556,0,,0,0,2,0
2,0.2,0.00225276241155666,0.205270038351436,2,0.2,0.656,0.45,,,,,26536,5145,3463,0.0230866666666667,8.63183333413734e-05,0.00106598835555556,0,,0,0,2,0
3,0.2,0.00490291997633161,0.21045514738395,2,0.2,0.93,0.375,,,,,27169,4508,2830,0.0188666666666667,0.000197508051239483,0.000355951111111111,0,,0,0,1,0
4,0.2,0.0057459305864003,0.212061432549229,2,0.2,0.457,0.23,,,,,24693,6989,5307,0.03538,0.000225654795093953,0.0012517444,0,,0,0,1,0
5,0.2,0.00492458930989581,0.110433670525393,2,0.1,0.845,0.11,,,,,12576,4098,2424,0.01616,0.000208670557982203,0.0002611456,0,,0,0,1,0
