idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.245025482844334,0.504950495049505,6,0.5,0.5,0.51,,,,,481655,23355,18345,0.018345,0.784704543694425,0.00067307805,0,0,0,2,0
1,1,0.245025482844334,0.504950495049505,6,0.5,0.5,0.51,,,,,481655,23355,18345,0.018345,0.784704543694425,0.00067307805,0,0,0,2,0
