idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,128.726997454166,0.00512156539434713,2,0.1,0.6,0.15,,,,,13021,1681,1978,0.0131866666666667,1.002952556484,0.000347776355555556,0,0,0,2,0
2,0.1,8.27179953339518e-07,0.100015404102131,2,0.1,0.75,0.4,,,,,14136,569,863,0.00575333333333333,4.46193054018019e-33,6.62016888888889e-05,0,0,0,2,0
3,0.1,2.99841813683703e-08,0.100007475137446,2,0.1,0.55,0.3,,,,,13965,739,1034,0.00689333333333333,0,9.50360888888889e-05,0,0,0,2,0
4,0.1,125.857242689143,0.0866265854340046,2,0.1,0.8,0.25,,,,,13888,817,1112,0.00741333333333333,1.00042512474494,0.000109915022222222,0,0,0,2,0
5,0.1,0.00652240167229535,0.117331778742465,2,0.1,0.65,0.5,,,,,14138,566,861,0.00574,2.42019385332016e-05,6.58952e-05,0,0,0,2,0
6,0.1,3.28153662648398e-06,0.101223026936737,2,0.1,0.85,0.45,,,,,14206,498,793,0.00528666666666667,0,2.79488444444444e-05,0,0,0,1,0
7,0.1,62.1296239758841,0.124988963005692,2,0.1,0.7,0.1,,,,,11747,2955,3253,0.0216866666666667,0.998392465898416,0.000470311511111111,0,0,0,1,0
8,0.1,129.029951129519,0.0920887296017153,2,0.1,0.5,0.2,,,,,13459,1245,1541,0.0102733333333333,1.00024528384434,0.000105541377777778,0,0,0,1,0
9,0.1,2.75146319381426e-07,0.100000860664438,2,0.1,0.9,0.35,,,,,14087,616,912,0.00608,3.68183923218455e-06,3.69664e-05,0,0,0,1,0
10,0.1,0.0275143751010831,0.152333234813764,2,0.1,0.45,0.5,,,,,14082,623,918,0.00612,0.000496399318730446,3.74544e-05,0,0,0,1,0
