idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.2,0.00807763585763812,0.116651867142854,2,0.1,0.7,0.5,,,,,12936,3692,2064,0.01376,0.000262328959221563,0.0003786752,0,,0,0,2,0
2,0.2,0.00225276241155666,0.205270038351436,2,0.2,0.656,0.45,,,,,26393,5229,3607,0.0240466666666667,8.63183333413734e-05,0.00115648435555556,0,,0,0,2,0
3,0.2,0.00490291997633161,0.21045514738395,2,0.2,0.93,0.375,,,,,27143,4478,2856,0.01904,0.000197508051239483,0.0003625216,0,,0,0,1,0
4,0.2,0.0057459305864003,0.212061432549229,2,0.2,0.457,0.23,,,,,24536,7088,5463,0.03642,0.000225654795093953,0.0013264164,0,,0,0,1,0
5,0.2,0.00492458930989581,0.110433670525393,2,0.1,0.845,0.11,,,,,12533,4067,2466,0.01644,0.000208670557982203,0.0002702736,0,,0,0,1,0
