idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.2,0.00807763585763812,0.116651867142854,2,0.1,0.7,0.5,,,,,12993,3681,2006,0.0133733333333333,0.000262328959221563,0.000357692088888889,0,,0,0,2,0
2,0.2,0.00225276241155666,0.205270038351436,2,0.2,0.656,0.45,,,,,26524,5150,3475,0.0231666666666667,8.63183333413734e-05,0.00107338888888889,0,,0,0,2,0
3,0.2,0.00490291997633161,0.21045514738395,2,0.2,0.93,0.375,,,,,27225,4440,2774,0.0184933333333333,0.000197508051239483,0.000342003377777778,0,,0,0,1,0
4,0.2,0.0057459305864003,0.212061432549229,2,0.2,0.457,0.23,,,,,24749,6916,5251,0.0350066666666667,0.000225654795093953,0.00122546671111111,0,,0,0,1,0
5,0.2,0.00492458930989581,0.110433670525393,2,0.1,0.845,0.11,,,,,12595,4071,2405,0.0160333333333333,0.000208670557982203,0.000257067777777778,0,,0,0,1,0
