idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00847828134588204,0.107736662559883,6,0.1,0.25,0.8,,,,,15000,1497,0,0,1.7552279772173e-05,0,0,,0,0,2,0
2,0.1,0.0144001494964585,0.112384382082198,6,0.1,0.65,0.95,,,,,15000,1497,0,0,3.2960151366284e-05,0,0,,0,0,2,0
3,0.1,0.0242493595399554,0.120128226120306,6,0.1,0.2,0.45,,,,,15000,1497,0,0,4.72233358235453e-05,0,0,,0,0,2,0
4,0.1,0.0179590240479737,0.0658408517283775,6,0.05,0.4,0.2,,,,,7499,1497,0,0,2.53010872607843e-05,0,0,,0,0,2,0
5,0.1,0.00269569608375196,0.0528238783073312,6,0.05,0.845,0.1,,,,,7499,1498,1,6.66666666666667e-06,3.47259520539285e-06,8.88888888888889e-11,0,,0,0,2,0
6,0.1,0.00830743484704566,0.0581395681064014,6,0.05,0.35,0.55,,,,,7500,1497,0,0,7.83023289548703e-06,0,0,,0,0,1,0
7,0.1,0.00205284271031041,0.25193275502162,6,0.25,0.6,0.5,,,,,37500,1497,0,0,1.2397433263665e-05,0,0,,0,0,1,0
8,0.1,1.16572602737054e-05,0.100034566021706,6,0.1,0.85,0.85,,,,,15000,1497,0,0,3.52207564546589e-16,0,0,,0,0,1,0
9,0.1,0.000367272408911081,0.0505046371356028,6,0.05,0.15,0.3,,,,,7500,1497,0,0,6.90691039558243e-08,0,0,,0,0,1,0
10,0.1,0.0357856236502655,0.0802392614545058,6,0.05,0.45,0.75,,,,,7500,1497,0,0,3.94633838284822e-05,0,0,,0,0,1,0
