idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,51520.8363531303,0.0401248821688007,1,0.04,0.95,0.05,,,,,3884,2146,2116,0.0141066666666667,0.999999995152168,0.000397996088888889,0,0,0,2,0
2,0.1,52622.2598926386,0.0401246860376283,1,0.04,0.95,0.05,,,,,3814,2220,2186,0.0145733333333333,0.999999995261092,0.000424764088888889,0,0,0,2,0
3,0.1,35293.944279374,0.0401289260333421,1,0.04,0.95,0.05,,,,,3929,2098,2071,0.0138066666666667,0.999999992694156,0.000381248088888889,0,0,0,2,0
4,0.1,50729.3051887084,0.0401250192970523,1,0.04,0.95,0.05,,,,,3859,2167,2141,0.0142733333333333,0.999999995071121,0.000407456088888889,0,0,0,2,0
5,0.1,57552.6519859725,0.0401239208983246,1,0.04,0.95,0.05,,,,,3892,2141,2108,0.0140533333333333,0.999999995693651,0.000394992355555556,0,0,0,2,0
6,0.1,21408.7588462367,0.0401373854001375,1,0.04,0.95,0.05,,,,,3828,2201,2172,0.01448,0.999999987165496,0.0002096704,0,0,0,1,0
7,0.1,48610.100309161,0.0401253699562001,1,0.04,0.95,0.05,,,,,3886,2147,2114,0.0140933333333333,0.999999994841815,0.000198622044444444,0,0,0,1,0
8,0.1,67505.6044982843,0.0401227514371855,1,0.04,0.95,0.05,,,,,3869,2166,2131,0.0142066666666667,0.999999996363222,0.000201829377777778,0,0,0,1,0
9,0.1,45947.9387566936,0.0401259030275036,1,0.04,0.95,0.05,,,,,3876,2156,2124,0.01416,0.999999994519753,0.0002005056,0,0,0,1,0
10,0.1,55516.794242718,0.0401242165054467,1,0.04,0.95,0.05,,,,,3874,2155,2126,0.0141733333333333,0.999999995525084,0.000200883377777778,0,0,0,1,0
