idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.583333373315619,0.5,1,0.5,0.3,0.3,,,,,162009,87024,87991,0.175982,0.291666686657809,0.061939328648,0,0,0,2,0
1,1,0.583333373315619,0.5,1,0.5,0.3,0.3,,,,,162009,87024,87991,0.175982,0.291666686657809,0.061939328648,0,0,0,2,0
