idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,51.1404154498115,0.0349105563703572,6,0.04,0.95,0.05,,,,,5680,331,319,0.00212666666666667,1.00119494152092,9.04542222222222e-06,0,0,0,2,0
2,0.1,28.9788424721403,0.0460565317469134,6,0.04,0.95,0.05,,,,,5663,353,334,0.00222666666666667,0.997495161541279,9.91608888888889e-06,0,0,0,2,0
3,0.1,0.000206803987480232,0.0414452669913239,6,0.04,0.95,0.05,,,,,5692,329,307,0.00204666666666667,3.79105047759625e-37,8.37768888888889e-06,0,0,0,2,0
4,0.1,0.000277689368700816,0.0403203922696338,6,0.04,0.95,0.05,,,,,5663,354,335,0.00223333333333333,9.70598790967784e-07,9.97555555555555e-06,0,0,0,2,0
5,0.1,77.4862645885356,0.0338339527781013,6,0.04,0.95,0.05,,,,,5685,328,313,0.00208666666666667,1.00095536810943,8.70835555555556e-06,0,0,0,2,0
6,0.1,2.65158019574263e-05,0.0400726444516401,6,0.04,0.95,0.05,,,,,5664,352,335,0.00223333333333333,5.27395005755351e-15,4.98777777777778e-06,0,0,0,1,0
7,0.1,0.00831328246891013,0.0442518497804402,6,0.04,0.95,0.05,,,,,5660,355,339,0.00226,0.00216046677863887,5.1076e-06,0,0,0,1,0
8,0.1,0.000485474135338572,0.0403876603763265,6,0.04,0.95,0.05,,,,,5660,359,339,0.00226,6.89430769434626e-05,5.1076e-06,0,0,0,1,0
9,0.1,8.19676852349128e-05,0.0400767149420071,6,0.04,0.95,0.05,,,,,5621,393,377,0.00251333333333333,1.32567616728651e-05,6.31684444444444e-06,0,0,0,1,0
10,0.1,57.1000001257573,0.039907491054878,6,0.04,0.95,0.05,,,,,5638,377,358,0.00238666666666667,1.00001944164851,5.69617777777778e-06,0,0,0,1,0
