idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,51.1404154498115,0.0349105563703572,6,0.04,0.95,0.05,,,,,5682,353,317,0.00211333333333333,1.00119494152092,8.93235555555556e-06,0,0,0,2,0
2,0.1,28.9788424721403,0.0460565317469134,6,0.04,0.95,0.05,,,,,5637,395,362,0.00241333333333333,0.997495161541279,1.16483555555556e-05,0,0,0,2,0
3,0.1,0.000206803987480232,0.0414452669913239,6,0.04,0.95,0.05,,,,,5635,397,360,0.0024,3.79105047759625e-37,1.152e-05,0,0,0,2,0
4,0.1,0.000277689368700816,0.0403203922696338,6,0.04,0.95,0.05,,,,,5651,383,349,0.00232666666666667,9.70598790967784e-07,1.08267555555556e-05,0,0,0,2,0
5,0.1,77.4862645885356,0.0338339527781013,6,0.04,0.95,0.05,,,,,5698,330,297,0.00198,1.00095536810943,7.8408e-06,0,0,0,2,0
6,0.1,2.65158019574263e-05,0.0400726444516401,6,0.04,0.95,0.05,,,,,5665,367,335,0.00223333333333333,5.27395005755351e-15,4.98777777777778e-06,0,0,0,1,0
7,0.1,0.00831328246891013,0.0442518497804402,6,0.04,0.95,0.05,,,,,5645,388,350,0.00233333333333333,0.00216046677863887,5.44444444444445e-06,0,0,0,1,0
8,0.1,0.000485474135338572,0.0403876603763265,6,0.04,0.95,0.05,,,,,5676,357,321,0.00214,6.89430769434626e-05,4.5796e-06,0,0,0,1,0
9,0.1,8.19676852349128e-05,0.0400767149420071,6,0.04,0.95,0.05,,,,,5642,388,356,0.00237333333333333,1.32567616728651e-05,5.63271111111111e-06,0,0,0,1,0
10,0.1,57.1000001257573,0.039907491054878,6,0.04,0.95,0.05,,,,,5617,418,379,0.00252666666666667,1.00001944164851,6.38404444444444e-06,0,0,0,1,0
