idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,0.00063738614505516,11,0.85836081469816,0.2326,35,1.80839736725655e-05,2.59747184745835e-05,0.000162604370301798,,,,,,0.0909090909090909,,,,,,0,8.62645932586125e-09,0.0446765247057197
2,0.000424830895451985,11,0.708114097977095,0.191885902022905,35,1.48728711879701e-05,2.93460119309009e-05,0.000165269538933816,,,,,,0.0909090909090909,,,,,,0,1.08021071887337e-08,0.0751974603170689
3,0.000184861071344214,11,0.668774425867256,0.181225574132744,35,1.00157820211671e-05,4.01868679807457e-05,0.000173379982402964,,,,,,0.0909090909090909,,,,,,0,1.74228773676298e-08,0.0948869154436826
4,0.00017624657814897,11,0.629434753757418,0.170565246242582,35,9.79393756869449e-06,4.09962483615807e-05,0.000173991425404365,,,,,,0.0909090909090909,,,,,,0,1.79220145116304e-08,0.0943298068453162
5,0.000504467911585939,11,0.590095081647579,0.159904918352421,35,1.6153809435539e-05,2.77823902505309e-05,0.000164060988416853,,,,,,0.0909090909090909,,,,,,0,9.81553533815165e-09,0.0704875936294971
6,0.000731994789465637,11,0.55075540953774,0.14924459046226,35,1.93355025361835e-05,2.50683990796397e-05,0.000161830565696134,,,,,,0.0909090909090909,,,,,,0,7.99478209674773e-09,0.0301251544135361
7,0.00100249336340774,11,0.511415737427902,0.138584262572098,35,2.25265396819912e-05,2.34426843510472e-05,0.000160293776323269,,,,,,0.0909090909090909,,,,,,0,6.74026015971565e-09,0.0728306406864997
8,0.000186386168205523,11,0.472076065318063,0.127923934681937,35,1.0054570907844e-05,4.00498659773339e-05,0.000173277009391278,,,,,,0.0909090909090909,,,,,,0,1.73388177662532e-08,0.0494961422401844
9,0.00816637466966345,11,0.432736393208224,0.117263606791775,35,6.317987687085e-05,2.65531031791167e-05,0.000154782132596199,,,,,,0.0909090909090909,,,,,,0,2.24095915802569e-09,0.0960794702468304
10,0.00466508496435031,11,0.393396721098386,0.106603278901614,35,4.78987930132051e-05,2.33296832301125e-05,0.000155702573067521,,,,,,0.0909090909090909,,,,,,0,2.99233913461524e-09,0.0431349878928592
