idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,4.22810111084801e-09,11,0.85836081469816,0.2326,1,39.5369532892705,,,,,,,,0.0909090924550056,,,,,,0,1,0.0289544939393707
2,4.22810106987198e-09,11,0.708114097977095,0.191885902022905,1,25.1080776394369,,,,,,,,0.0909091002019195,,,,,,0,1,0.0497312573928152
3,4.22810111385402e-09,11,0.668774425867256,0.181225574132744,1,23.0895880491086,,,,,,,,0.0909091002801232,,,,,,0,1,0.0552804176681582
4,4.22810112171361e-09,11,0.629434753757418,0.170565246242582,1,19.2150444185721,,,,,,,,0.090909067697781,,,,,,0,1,0.0703480121016829
5,4.22810111821209e-09,11,0.590095081647579,0.159904918352421,1,15.8409583405918,,,,,,,,0.0909090939106253,,,,,,0,1,0.0922427681601529
6,0.00285255428382714,11,0.55075540953774,0.14924459046226,11,0.000178284642739196,,,,,,,,0.0909090909090909,,,,,,0,4.12695932266658e-07,0.045121884235552
7,0.00376237990788626,11,0.511415737427902,0.138584262572098,14,0.000188118995394313,,,,,,,,0.0909090909090909,,,,,,0,2.78694807991575e-07,0.0978677663735246
8,0.00452558152911913,11,0.472076065318063,0.127923934681937,18,0.000188565897046631,,,,,,,,0.0909090909090909,,,,,,0,1.93997836467727e-07,0.0136589402330771
9,0.00480595000326354,11,0.432736393208224,0.117263606791775,20,0.000171641071545126,,,,,,,,0.0909090909090909,,,,,,0,1.29736259671297e-07,0.0135772757723498
10,0.00555914443325157,11,0.393396721098386,0.106603278901614,23,0.000173723263539111,,,,,,,,0.0909090909090909,,,,,,0,1.00534296029578e-07,0.0371803725753871
