idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,142.761541713562,0.254237288135589,8,0.25,0.88,0.3,,,,,36306,1442,1192,0.00794666666666667,0.999525218670241,0.000126299022222222,0,0,0,2,0
1,1,142.761541713562,0.254237288135589,8,0.25,0.88,0.3,,,,,36306,1442,1192,0.00794666666666667,0.999525218670241,0.000126299022222222,0,0,0,2,0
