idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.0067084892199393,0.04567167986749,1,0.01,0.95,0.06,,,,,1492,5376,8,5.33333333333333e-05,2.4064138302007e-05,5.68888888888889e-09,0,0,0,2,0
2,0.1,0.0065682374295691,0.0456123125838484,1,0.01,0.95,0.06,,,,,1492,5375,8,5.33333333333333e-05,1.95253730393897e-05,5.68888888888889e-09,0,0,0,2,0
3,0.1,0.00631154954277531,0.0460394257681121,1,0.01,0.95,0.06,,,,,1494,5377,6,4e-05,1.09721377534834e-05,3.2e-09,0,0,0,2,0
4,0.1,0.00468365004086138,0.0464163939845464,1,0.01,0.95,0.06,,,,,1491,5378,9,6e-05,1.76413813760382e-07,7.2e-09,0,0,0,2,0
5,0.1,0.00659295800350323,0.0455784937439909,1,0.01,0.95,0.06,,,,,1491,5377,9,6e-05,2.05453194282729e-05,7.2e-09,0,0,0,2,0
6,0.1,0.00663823610056133,0.0458568821387086,1,0.01,0.95,0.06,,,,,1491,5378,9,6e-05,2.03356403219381e-05,3.6e-09,0,0,0,1,0
7,0.1,0.00670172079309658,0.0458395162318074,1,0.01,0.95,0.06,,,,,1492,5375,8,5.33333333333333e-05,2.26439908026047e-05,2.84444444444444e-09,0,0,0,1,0
8,0.1,0.0066092895273474,0.045455714403069,1,0.01,0.95,0.06,,,,,1488,5381,12,8e-05,2.18993261551974e-05,6.4e-09,0,0,0,1,0
9,0.1,0.00659476330069372,0.045629292465738,1,0.01,0.95,0.06,,,,,1490,5376,10,6.66666666666667e-05,2.02910903974058e-05,4.44444444444445e-09,0,0,0,1,0
10,0.1,0.00652866195563253,0.045871548427378,1,0.01,0.95,0.06,,,,,1493,5380,7,4.66666666666667e-05,1.68873890870924e-05,2.17777777777778e-09,0,0,0,1,0
