idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000208430707170193,0.100754149175629,1.5,0.1,0.6,0.15,,,,,11863,2821,3136,0.0209066666666667,1.93141085781598e-05,0.000874177422222222,0,0,0,2,0
2,0.1,0.000133141232163544,0.100504352407605,1.5,0.1,0.75,0.4,,,,,13340,1345,1659,0.01106,1.16023558553458e-05,0.0002446472,0,0,0,2,0
3,0.1,0.000172750125903785,0.100639357433049,1.5,0.1,0.55,0.3,,,,,13019,1666,1981,0.0132066666666667,1.50646432717727e-05,0.000348832088888889,0,0,0,2,0
4,0.1,13.1057857025734,0.0583891106463801,1.5,0.1,0.8,0.25,,,,,12849,1836,2151,0.01434,1.00957051174675,0.0004112712,0,0,0,2,0
5,0.1,0.000137648163248266,0.100521464528801,1.5,0.1,0.65,0.5,,,,,13337,1348,1663,0.0110866666666667,1.15923940378505e-05,0.000245828355555556,0,0,0,2,0
6,0.1,0.0071250957048676,0.117512190226465,1.5,0.1,0.85,0.45,,,,,13419,1266,1581,0.01054,0.000627695904429894,0.0001110916,0,0,0,1,0
7,0.1,8.56767321106402e-05,0.100334402860174,1.5,0.1,0.7,0.1,,,,,10794,3889,4206,0.02804,8.21761762960746e-06,0.0007862416,0,0,0,1,0
8,0.1,0.000117571676523872,0.100449358143684,1.5,0.1,0.5,0.2,,,,,12428,2258,2572,0.0171466666666667,1.04806539091542e-05,0.000294008177777778,0,0,0,1,0
9,0.1,0.000157200254076357,0.100585347156754,1.5,0.1,0.9,0.35,,,,,13161,1523,1838,0.0122533333333333,1.40803660249728e-05,0.000150144177777778,0,0,0,1,0
10,0.1,1.02543497780317e-05,0.100047891254193,1.5,0.1,0.45,0.5,,,,,13163,1521,1836,0.01224,8.22426585731713e-07,0.0001498176,0,0,0,1,0
