idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000208430707170193,0.100754149175629,1.5,0.1,0.6,0.15,,,,,11916,2775,3083,0.0205533333333333,1.93141085781598e-05,0.000844879022222222,0,0,0,2,0
2,0.1,0.000133141232163544,0.100504352407605,1.5,0.1,0.75,0.4,,,,,13277,1415,1722,0.01148,1.16023558553458e-05,0.0002635808,0,0,0,2,0
3,0.1,0.000172750125903785,0.100639357433049,1.5,0.1,0.55,0.3,,,,,13027,1666,1973,0.0131533333333333,1.50646432717727e-05,0.000346020355555556,0,0,0,2,0
4,0.1,13.1057857025734,0.0583891106463801,1.5,0.1,0.8,0.25,,,,,12831,1861,2169,0.01446,1.00957051174675,0.0004181832,0,0,0,2,0
5,0.1,0.000137648163248266,0.100521464528801,1.5,0.1,0.65,0.5,,,,,13323,1370,1677,0.01118,1.15923940378505e-05,0.0002499848,0,0,0,2,0
6,0.1,0.0071250957048676,0.117512190226465,1.5,0.1,0.85,0.45,,,,,13374,1318,1626,0.01084,0.000627695904429894,0.0001175056,0,0,0,1,0
7,0.1,8.56767321106402e-05,0.100334402860174,1.5,0.1,0.7,0.1,,,,,10775,3916,4224,0.02816,8.21761762960746e-06,0.0007929856,0,0,0,1,0
8,0.1,0.000117571676523872,0.100449358143684,1.5,0.1,0.5,0.2,,,,,12472,2219,2528,0.0168533333333333,1.04806539091542e-05,0.000284034844444445,0,0,0,1,0
9,0.1,0.000157200254076357,0.100585347156754,1.5,0.1,0.9,0.35,,,,,13150,1541,1849,0.0123266666666667,1.40803660249728e-05,0.000151946711111111,0,0,0,1,0
10,0.1,1.02543497780317e-05,0.100047891254193,1.5,0.1,0.45,0.5,,,,,13244,1447,1755,0.0117,8.22426585731713e-07,0.00013689,0,0,0,1,0
