idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000208430707170193,0.100754149175629,1.5,0.1,0.6,0.15,,,,,11919,2783,3080,0.0205333333333333,1.93141085781598e-05,0.000843235555555556,0,0,0,2,0
2,0.1,0.000133141232163544,0.100504352407605,1.5,0.1,0.75,0.4,,,,,13259,1446,1740,0.0116,1.16023558553458e-05,0.00026912,0,0,0,2,0
3,0.1,0.000172750125903785,0.100639357433049,1.5,0.1,0.55,0.3,,,,,13028,1676,1971,0.01314,1.50646432717727e-05,0.0003453192,0,0,0,2,0
4,0.1,13.1057857025734,0.0583891106463801,1.5,0.1,0.8,0.25,,,,,12927,1778,2073,0.01382,1.00957051174675,0.0003819848,0,0,0,2,0
5,0.1,0.000137648163248266,0.100521464528801,1.5,0.1,0.65,0.5,,,,,13314,1390,1685,0.0112333333333333,1.15923940378505e-05,0.000252375555555556,0,0,0,2,0
6,0.1,0.0071250957048676,0.117512190226465,1.5,0.1,0.85,0.45,,,,,13401,1303,1598,0.0106533333333333,0.000627695904429894,0.000113493511111111,0,0,0,1,0
7,0.1,8.56767321106402e-05,0.100334402860174,1.5,0.1,0.7,0.1,,,,,10708,3994,4292,0.0286133333333333,8.21761762960746e-06,0.000818722844444445,0,0,0,1,0
8,0.1,0.000117571676523872,0.100449358143684,1.5,0.1,0.5,0.2,,,,,12394,2310,2606,0.0173733333333333,1.04806539091542e-05,0.000301832711111111,0,0,0,1,0
9,0.1,0.000157200254076357,0.100585347156754,1.5,0.1,0.9,0.35,,,,,13202,1501,1797,0.01198,1.40803660249728e-05,0.0001435204,0,0,0,1,0
10,0.1,1.02543497780317e-05,0.100047891254193,1.5,0.1,0.45,0.5,,,,,13200,1505,1800,0.012,8.22426585731713e-07,0.000144,0,0,0,1,0
