idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000328393953255168,0.102328764538284,2.5,0.1,0.6,0.75,,,,,14997,1,2,1.33333333333333e-05,3.99278306345738e-16,3.55555555555556e-10,0,0,0,2,0
2,0.1,28.439996508603,0.237363002967342,2.5,0.1,0.5,0.85,,,,,14997,1,2,1.33333333333333e-05,0.976139652031345,3.55555555555556e-10,0,0,0,2,0
3,0.1,0.000176988689375881,0.100371871782649,2.5,0.1,0.7,0.65,,,,,14996,2,3,2e-05,2.73847590215287e-05,8e-10,0,0,0,2,0
4,0.1,0.000249710422030549,0.100582454927142,2.5,0.1,0.45,0.9,,,,,14997,1,2,1.33333333333333e-05,8.60981712485469e-06,3.55555555555556e-10,0,0,0,2,0
5,0.1,62.7065678365519,0.0119108498019965,2.5,0.1,0.35,0.7,,,,,14995,3,4,2.66666666666667e-05,1.00704864293301,1.42222222222222e-09,0,0,0,2,0
6,0.1,43.1525914602278,0.0431362911503508,2.5,0.1,0.4,0.4,,,,,14988,9,11,7.33333333333333e-05,1.00661043141978,5.37777777777778e-09,0,0,0,1,0
7,0.1,8.60046482442505e-05,0.105245067742416,2.5,0.1,0.3,0.7,,,,,14997,1,3,2e-05,3.72288766985949e-133,4e-10,0,0,0,1,0
8,0.1,0.00522588245277512,0.190280578530691,2.5,0.1,0.4,0.8,,,,,14997,0,2,1.33333333333333e-05,3.06462095451184e-38,1.77777777777778e-10,0,0,0,1,0
9,0.1,41.3799328307255,0.0164694935767836,2.5,0.1,0.55,0.45,,,,,14988,9,11,7.33333333333333e-05,1.01014422500292,5.37777777777778e-09,0,0,0,1,0
10,0.1,37.1327854327703,0.0921439676130417,2.5,0.1,0.45,0.25,,,,,14850,147,150,0.001,1.00105838936306,1e-06,0,0,0,1,0
