idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00833844793279694,0.0458721648563318,1.5,0.01,0.95,0.06,,,,,1500,5367,0,0,2.48296231176976e-06,0,0,0,0,2,0
2,0.1,0.0083787576902663,0.0460212146074132,1.5,0.01,0.95,0.06,,,,,1499,5373,1,6.66666666666667e-06,2.50471680555771e-06,8.88888888888889e-11,0,0,0,2,0
3,0.1,0.00784996181571137,0.0454679347630513,1.5,0.01,0.95,0.06,,,,,1499,5377,1,6.66666666666667e-06,1.29799384255581e-06,8.88888888888889e-11,0,0,0,2,0
4,0.1,0.0080739913606389,0.0457879357655611,1.5,0.01,0.95,0.06,,,,,1500,5371,0,0,1.6787039784663e-06,0,0,0,0,2,0
5,0.1,0.00805600221807197,0.0458285901521642,1.5,0.01,0.95,0.06,,,,,1499,5374,1,6.66666666666667e-06,1.60510503962421e-06,8.88888888888889e-11,0,0,0,2,0
6,0.1,0.00829872268839898,0.0458817142017638,1.5,0.01,0.95,0.06,,,,,1500,5377,0,0,2.32616288091041e-06,0,0,0,0,1,0
7,0.1,0.00796185293140593,0.0457388164661275,1.5,0.01,0.95,0.06,,,,,1500,5366,0,0,1.41799237330003e-06,0,0,0,0,1,0
8,0.1,0.00807571872845551,0.0457519878252686,1.5,0.01,0.95,0.06,,,,,1497,5376,3,2e-05,1.70611767467722e-06,4e-10,0,0,0,1,0
9,0.1,0.00809284315462029,0.0457445163741753,1.5,0.01,0.95,0.06,,,,,1498,5377,2,1.33333333333333e-05,1.75961183367647e-06,1.77777777777778e-10,0,0,0,1,0
10,0.1,0.00838522594751369,0.0458763846028334,1.5,0.01,0.95,0.06,,,,,1499,5373,1,6.66666666666667e-06,2.66429812222912e-06,4.44444444444444e-11,0,0,0,1,0
