idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,427.114210086081,0.00525715150194384,0.5,0.1,0.6,0.15,,,,,6084,8603,8916,0.05944,1.00022184548069,0.0070662272,0,0,0,2,0
2,0.1,0.000491696616167707,0.118757257474493,0.5,0.1,0.75,0.4,,,,,6837,7851,8163,0.05442,2.70720342005585e-17,0.0059230728,0,0,0,2,0
3,0.1,5.48659199977541e-06,0.100096899481011,0.5,0.1,0.55,0.3,,,,,6510,8179,8490,0.0566,2.13728991880011e-08,0.00640712,0,0,0,2,0
4,0.1,3.74002342024365e-05,0.104996029392255,0.5,0.1,0.8,0.25,,,,,6680,8008,8320,0.0554666666666667,9.6763368555718e-59,0.00615310222222222,0,0,0,2,0
5,0.1,4.01990928310575e-06,0.108116066427236,0.5,0.1,0.65,0.5,,,,,6767,7921,8233,0.0548866666666667,0,0.00602509235555556,0,0,0,2,0
6,0.1,246.549263409212,0.120615333725568,0.5,0.1,0.85,0.45,,,,,6879,7809,8121,0.05414,0.99991638802086,0.0029311396,0,0,0,1,0
7,0.1,8.80995838780796e-06,0.119277468479326,0.5,0.1,0.7,0.1,,,,,5609,9078,9391,0.0626066666666667,0,0.00391959471111111,0,0,0,1,0
8,0.1,2.9723821990837e-06,0.100054254194083,0.5,0.1,0.5,0.2,,,,,6351,8338,8649,0.05766,1.18283682058327e-08,0.0033246756,0,0,0,1,0
9,0.1,2.94530686953392e-06,0.100384674100632,0.5,0.1,0.9,0.35,,,,,6754,7934,8246,0.0549733333333333,1.89946152399733e-57,0.00302206737777778,0,0,0,1,0
10,0.1,0.000124406529371952,0.102182489056191,0.5,0.1,0.45,0.5,,,,,6694,7995,8306,0.0553733333333333,2.40482536263896e-08,0.00306620604444444,0,0,0,1,0
