idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,427.114210086081,0.00525715150194384,0.5,0.1,0.6,0.15,,,,,5976,8718,9024,0.06016,1.00022184548069,0.0072384512,0,0,0,2,0
2,0.1,0.000491696616167707,0.118757257474493,0.5,0.1,0.75,0.4,,,,,6766,7928,8234,0.0548933333333333,2.70720342005585e-17,0.00602655608888889,0,0,0,2,0
3,0.1,5.48659199977541e-06,0.100096899481011,0.5,0.1,0.55,0.3,,,,,6703,7991,8297,0.0553133333333333,2.13728991880011e-08,0.00611912968888889,0,0,0,2,0
4,0.1,3.74002342024365e-05,0.104996029392255,0.5,0.1,0.8,0.25,,,,,6528,8165,8472,0.05648,9.6763368555718e-59,0.0063799808,0,0,0,2,0
5,0.1,4.01990928310575e-06,0.108116066427236,0.5,0.1,0.65,0.5,,,,,6822,7871,8178,0.05452,0,0.0059448608,0,0,0,2,0
6,0.1,246.549263409212,0.120615333725568,0.5,0.1,0.85,0.45,,,,,6973,7720,8027,0.0535133333333333,0.99991638802086,0.00286367684444444,0,0,0,1,0
7,0.1,8.80995838780796e-06,0.119277468479326,0.5,0.1,0.7,0.1,,,,,5567,9123,9433,0.0628866666666667,0,0.00395473284444444,0,0,0,1,0
8,0.1,2.9723821990837e-06,0.100054254194083,0.5,0.1,0.5,0.2,,,,,6315,8379,8685,0.0579,1.18283682058327e-08,0.00335241,0,0,0,1,0
9,0.1,2.94530686953392e-06,0.100384674100632,0.5,0.1,0.9,0.35,,,,,6819,7874,8181,0.05454,1.89946152399733e-57,0.0029746116,0,0,0,1,0
10,0.1,0.000124406529371952,0.102182489056191,0.5,0.1,0.45,0.5,,,,,6755,7938,8245,0.0549666666666667,2.40482536263896e-08,0.00302133444444444,0,0,0,1,0
