idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,427.114210086081,0.00525715150194384,0.5,0.1,0.6,0.15,,,,,6080,8618,8920,0.0594666666666667,1.00022184548069,0.00707256888888889,0,0,0,2,0
2,0.1,0.000491696616167707,0.118757257474493,0.5,0.1,0.75,0.4,,,,,6831,7869,8169,0.05446,2.70720342005585e-17,0.0059317832,0,0,0,2,0
3,0.1,5.48659199977541e-06,0.100096899481011,0.5,0.1,0.55,0.3,,,,,6602,8098,8398,0.0559866666666667,2.13728991880011e-08,0.00626901368888889,0,0,0,2,0
4,0.1,3.74002342024365e-05,0.104996029392255,0.5,0.1,0.8,0.25,,,,,6709,7991,8291,0.0552733333333333,9.6763368555718e-59,0.00611028275555556,0,0,0,2,0
5,0.1,4.01990928310575e-06,0.108116066427236,0.5,0.1,0.65,0.5,,,,,6846,7855,8154,0.05436,0,0.0059100192,0,0,0,2,0
6,0.1,246.549263409212,0.120615333725568,0.5,0.1,0.85,0.45,,,,,6857,7843,8143,0.0542866666666667,0.99991638802086,0.00294704217777778,0,0,0,1,0
7,0.1,8.80995838780796e-06,0.119277468479326,0.5,0.1,0.7,0.1,,,,,5726,8973,9274,0.0618266666666667,0,0.00382253671111111,0,0,0,1,0
8,0.1,2.9723821990837e-06,0.100054254194083,0.5,0.1,0.5,0.2,,,,,6222,8478,8778,0.05852,1.18283682058327e-08,0.0034245904,0,0,0,1,0
9,0.1,2.94530686953392e-06,0.100384674100632,0.5,0.1,0.9,0.35,,,,,6821,7879,8179,0.0545266666666667,1.89946152399733e-57,0.00297315737777778,0,0,0,1,0
10,0.1,0.000124406529371952,0.102182489056191,0.5,0.1,0.45,0.5,,,,,6670,8030,8330,0.0555333333333333,2.40482536263896e-08,0.00308395111111111,0,0,0,1,0
