idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,427.114210086081,0.00525715150194384,0.5,0.1,0.6,0.15,,,,,5999,8703,9001,0.0600066666666667,1.00022184548069,0.00720160008888889,0,0,0,2,0
2,0.1,0.000491696616167707,0.118757257474493,0.5,0.1,0.75,0.4,,,,,6872,7833,8128,0.0541866666666667,2.70720342005585e-17,0.00587238968888889,0,0,0,2,0
3,0.1,5.48659199977541e-06,0.100096899481011,0.5,0.1,0.55,0.3,,,,,6647,8057,8353,0.0556866666666667,2.13728991880011e-08,0.00620200968888889,0,0,0,2,0
4,0.1,3.74002342024365e-05,0.104996029392255,0.5,0.1,0.8,0.25,,,,,6636,8069,8364,0.05576,9.6763368555718e-59,0.0062183552,0,0,0,2,0
5,0.1,4.01990928310575e-06,0.108116066427236,0.5,0.1,0.65,0.5,,,,,6736,7968,8264,0.0550933333333333,0,0.00607055075555556,0,0,0,2,0
6,0.1,246.549263409212,0.120615333725568,0.5,0.1,0.85,0.45,,,,,6792,7912,8208,0.05472,0.99991638802086,0.0029942784,0,0,0,1,0
7,0.1,8.80995838780796e-06,0.119277468479326,0.5,0.1,0.7,0.1,,,,,5584,9118,9416,0.0627733333333333,0,0.00394049137777778,0,0,0,1,0
8,0.1,2.9723821990837e-06,0.100054254194083,0.5,0.1,0.5,0.2,,,,,6316,8388,8684,0.0578933333333333,1.18283682058327e-08,0.00335163804444444,0,0,0,1,0
9,0.1,2.94530686953392e-06,0.100384674100632,0.5,0.1,0.9,0.35,,,,,6867,7836,8133,0.05422,1.89946152399733e-57,0.0029398084,0,0,0,1,0
10,0.1,0.000124406529371952,0.102182489056191,0.5,0.1,0.45,0.5,,,,,6810,7895,8190,0.0546,2.40482536263896e-08,0.00298116,0,0,0,1,0
