idx,clientVars,mu,delay,period,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,avg_tot_interrupt_rate,avg_tot_interrupt_rate_per_timestep,avg_interrupt_over_runs,theoretical_interrupt_rate,activations,current_aoi_array,time_since_last_packet_was_generated,aoi_lambda,avg_tot_aoi_value
1,9.06553089225114e-05,0.0476190476190476,2,21,0.912278308291233,0.15,,,,,0,0,0,0,47.528095783759,,,-2.14285714285779,0,,0,0,7145,,149900,0.0266609034409225,
2,9.06530932719666e-05,0.0476190476190476,2,21,0.815854363317252,0.134145636682748,,,,,0,0,0,0,44.9997646549885,,,-1.14285714285779,0,,0,0,7144,,150000,0.0285879477920381,
3,0.000533893799180292,0.0476190476190476,3,21,0.794384511651008,0.130615488348992,,,,,0,0,0,0,38.6635003069793,,,-1.14285714285779,0,,0,0,7144,,149941,0.035031451750624,
4,9.06500905511728e-05,0.0476190476190476,3,21,0.772914659984765,0.127085340015235,,,,,0,0,0,0,117.999270188882,,,-1.14285714285779,0,,0,0,7144,,149985,0.00926103584802043,
5,9.06512417728066e-05,0.0476190476190476,4,21,0.751444808318521,0.123555191681478,,,,,0,0,0,0,37.7945418108834,,,-1.14285714285779,0,,0,0,7144,,149958,0.0360041795223313,
6,9.07251799687129e-05,0.0476190476190476,4,21,0.729974956652278,0.120025043347722,,,,,0,0,0,0,60.1319721193886,,,-2.14285714285779,0,,0,0,7145,,149930,0.0199553131822903,
7,9.06748776345226e-05,0.0476190476190476,5,21,0.708505104986034,0.116494895013965,,,,,0,0,0,0,31.2696102082857,,,-1.14285714285779,0,,0,0,7144,,149971,0.0470596730445013,
8,9.0711233875958e-05,0.0476190476190476,5,21,0.687035253319791,0.112964746680209,,,,,0,0,0,0,30.2939986109493,,,-1.14285714285779,0,,0,0,7144,,149994,0.049324265494366,
9,9.1420562403438e-05,0.0476190476190476,6,21,0.665565401653547,0.109434598346452,,,,,0,0,0,0,45.132896570711,,,-1.14285714285779,0,,0,0,7144,,149998,0.0284796927659375,
10,9.06538917068172e-05,0.0476190476190476,6,21,0.644095549987304,0.105904450012696,,,,,0,0,0,0,52.3327455602972,,,-1.14285714285779,0,,0,0,7144,,149940,0.0236335347923449,
11,0.000137725340929786,0.0476190476190476,7,21,0.622625698321061,0.102374301678939,,,,,7132,13,8,5.33333333333333e-05,9.83752435212759e-06,1.11057215256195e-05,9.57585172362086e-06,-2.14285714285779,0,,0,0,7145,1,-1,0.0381794057932118,
12,0.000154549528851703,0.0476190476190476,7,21,0.601155846654817,0.0988441533451827,,,,,7129,16,12,8e-05,1.10392520608359e-05,1.11057215256195e-05,9.57585172362086e-06,-2.14285714285779,0,,0,0,7145,1,-1,0.0275521271709414,
13,0.000251262884063368,0.0476190476190476,8,21,0.579685994988574,0.0953140050114262,,,,,7136,11,6,4e-05,1.57039302539605e-05,1.26922531721365e-05,8.37887025816826e-06,-4.14285714285779,0,,0,0,7147,1,-1,0.0207259241798829,
14,0.000143508010352389,0.0476190476190476,8,21,0.55821614332233,0.0917838566776697,,,,,7134,11,6,4e-05,8.9692506470243e-06,1.26922531721365e-05,8.37887025816826e-06,-2.14285714285779,0,,0,0,7145,1,-1,0.0395100635260272,
15,0.000124956082469965,0.0476190476190476,9,21,0.536746291656087,0.0882537083439131,,,,,7137,7,2,1.33333333333333e-05,6.94200458166472e-06,1.42787848186536e-05,7.44788467392734e-06,-1.14285714285779,0,,0,0,7144,1,-1,0.020263791264147,
16,0.000156622543994708,0.0476190476190476,9,21,0.515276439989843,0.0847235600101566,,,,,7135,9,4,2.66666666666667e-05,8.70125244415044e-06,1.42787848186536e-05,7.44788467392734e-06,-1.14285714285779,0,,0,0,7144,1,-1,0.0111978960543388,
17,0.000119459362691767,0.0476190476190476,10,21,0.4938065883236,0.0811934116764001,,,,,7135,8,4,2.66666666666667e-05,5.97296813458834e-06,1.58653164651707e-05,6.70309620653461e-06,-0.142857142857792,0,,0,0,7143,1,-1,0.0437930266488548,
18,0.000143368716276669,0.0476190476190476,10,21,0.472336736657356,0.0776632633426435,,,,,7136,8,1,6.66666666666667e-06,7.16843581383347e-06,1.58653164651707e-05,6.70309620653461e-06,-1.14285714285779,0,,0,0,7144,1,-1,0.0428932580849969,
19,0.000148653264380245,0.0476190476190476,11,21,0.450866884991113,0.074133115008887,,,,,7137,8,2,1.33333333333333e-05,6.7569665627384e-06,1.74518481116877e-05,6.09372382412237e-06,-2.14285714285779,0,,0,0,7145,1,-1,0.0142346014253558,
20,0.000142516598058606,0.0476190476190476,11,21,0.429397033324869,0.0706029666751305,,,,,7133,10,4,2.66666666666667e-05,6.47802718448208e-06,1.74518481116877e-05,6.09372382412237e-06,-0.142857142857792,0,,0,0,7143,1,-1,0.0334352804808063,
