idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.0859518728724104,0.125,18,0.125,0.98,0.14,,,,,61293,1230,1201,0.002402,0.00238755202423362,1.1539208e-05,0,0,0,2,0
1,1,0.0859518728724104,0.125,18,0.125,0.98,0.14,,,,,61293,1230,1201,0.002402,0.00238755202423362,1.1539208e-05,0,0,0,2,0
