idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.58333973254345,0.5,8,0.5,0.3,0.3,,,,,232570,16463,17428,0.034856,0.0364587332839656,0.002429881472,0,0,0,2,0
1,1,0.58333973254345,0.5,8,0.5,0.3,0.3,,,,,232570,16463,17428,0.034856,0.0364587332839656,0.002429881472,0,0,0,2,0
