idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000333597038101878,0.100605226115638,3,0.1,0.6,0.75,,,,,14997,1,2,1.33333333333333e-05,1.87286065757677e-05,3.55555555555556e-10,0,0,0,2,0
2,0.1,0.000467981254822797,0.100822844220263,3,0.1,0.5,0.85,,,,,14997,1,2,1.33333333333333e-05,2.62011453890848e-05,3.55555555555556e-10,0,0,0,2,0
3,0.1,0.000321926487441135,0.100585828462953,3,0.1,0.7,0.65,,,,,14997,1,2,1.33333333333333e-05,1.81189714953972e-05,3.55555555555556e-10,0,0,0,2,0
4,0.1,0.000129952272202928,0.10025627766069,3,0.1,0.45,0.9,,,,,14997,1,2,1.33333333333333e-05,7.26426171968507e-06,3.55555555555556e-10,0,0,0,2,0
5,0.1,0.000508005109335173,0.100886393804605,3,0.1,0.35,0.7,,,,,14997,1,2,1.33333333333333e-05,2.84002426465182e-05,3.55555555555556e-10,0,0,0,2,0
6,0.1,0.000223964949381613,0.100421131053177,3,0.1,0.4,0.4,,,,,14993,4,6,4e-05,1.25968794321171e-05,1.6e-09,0,0,0,1,0
7,0.1,0.000451393657736118,0.100796600708362,3,0.1,0.3,0.7,,,,,14996,1,2,1.33333333333333e-05,2.52029411684908e-05,1.77777777777778e-10,0,0,0,1,0
8,0.1,0.00130415279633835,0.102071255995474,3,0.1,0.4,0.8,,,,,14997,0,1,6.66666666666667e-06,7.26975835756009e-05,4.44444444444444e-11,0,0,0,1,0
9,0.1,0.000333325963123746,0.100604581954443,3,0.1,0.55,0.45,,,,,14996,1,3,2e-05,1.87800428281262e-05,4e-10,0,0,0,1,0
10,0.1,17.782727688464,0.0927822026550797,3,0.1,0.45,0.25,,,,,14951,46,49,0.000326666666666667,1.0024382963506,1.06711111111111e-07,0,0,0,1,0
