idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00244667080304738,0.0458097070430455,0.2,0.01,0.95,0.06,,,,,939,5899,561,0.00374,0.00286714613978212,2.79752e-05,0,0,0,2,0
2,0.1,0.0024454910345962,0.0457942474066335,0.2,0.01,0.95,0.06,,,,,926,5915,574,0.00382666666666667,0.00286629857292118,2.92867555555556e-05,0,0,0,2,0
3,0.1,0.00244599616030552,0.0458010201006091,0.2,0.01,0.95,0.06,,,,,945,5892,555,0.0037,0.00286658955256221,2.738e-05,0,0,0,2,0
4,0.1,0.0024461450272074,0.0458029211388324,0.2,0.01,0.95,0.06,,,,,926,5912,574,0.00382666666666667,0.00286671980496878,2.92867555555556e-05,0,0,0,2,0
5,0.1,0.00244555039409921,0.0457949590095484,0.2,0.01,0.95,0.06,,,,,919,5915,581,0.00387333333333333,0.00286637228729202,3.00054222222222e-05,0,0,0,2,0
6,0.1,0.00244591998724283,0.0457999848405303,0.2,0.01,0.95,0.06,,,,,907,5930,593,0.00395333333333333,0.00286655221180678,1.56288444444444e-05,0,0,0,1,0
7,0.1,0.00244481757835195,0.045785667143532,0.2,0.01,0.95,0.06,,,,,892,5948,608,0.00405333333333333,0.00286569977263147,1.64295111111111e-05,0,0,0,1,0
8,0.1,0.00244593028127944,0.045800079846301,0.2,0.01,0.95,0.06,,,,,921,5916,579,0.00386,0.00286657830652694,1.48996e-05,0,0,0,1,0
9,0.1,0.00244461345634403,0.0457829175520542,0.2,0.01,0.95,0.06,,,,,904,5932,596,0.00397333333333333,0.00286558807564725,1.57873777777778e-05,0,0,0,1,0
10,0.1,0.00244590016420129,0.0457997555336033,0.2,0.01,0.95,0.06,,,,,906,5934,594,0.00396,0.00286652369280204,1.56816e-05,0,0,0,1,0
