idx,clientVars,period,p,q,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,delay,current_state,avg_tot_interrupt_rate,avg_tot_interrupt_rate_per_timestep,avg_interrupt_over_runs,theoretical_interrupt_rate,weight,current_aoi_array,time_since_last_packet_was_generated,aoi_lambda,avg_tot_aoi_value
1,0.0341505201863687,6,0.696105621383849,0.3,0,0,0,0,,0.170752600931843,0.00395669902066836,0.0356102911860152,0,,,,,0.166666666666667,10,0,0,,0,0,1,1,-1,0.0579089878787414,
2,0.00853778379288198,6,0.628944406894421,0.271055593105579,0,0,0,0,,0.0853778379288198,0.0316535921653468,0.0712205823720304,0,,,,,0.166666666666667,20,0,0,,0,0,1,1,-1,0.0994625147856304,
3,0.00379464264513649,6,0.559061695017263,0.240938304982737,0,0,0,0,,0.0569196396770474,0.106830873558046,0.106830873558046,0,,,,,0.166666666666667,30,0,0,,0,0,1,1,-1,0.110560835336316,
4,0.00213452819954523,6,0.489178983140106,0.210821016859894,0,0,0,0,,0.0426905639909046,0.253228737322775,0.142441164744061,0,,,,,0.166666666666667,40,0,0,,0,0,1,1,-1,0.140696024203366,
5,0.00136612226589593,6,0.419296271262948,0.180703728737052,0,0,0,0,,0.0341530566473982,0.494587377583544,0.178051455930076,0,,,,,0.166666666666667,50,0,0,,0,0,1,1,-1,0.184485536320306,
