idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,7.43253452561672e-06,0.0400077282218251,5,0.04,0.95,0.05,,,,,5554,459,446,0.00297333333333333,3.04986433243392e-05,1.76814222222222e-05,0,0,0,2,0
2,0.1,4.8119680495105e-08,0.0400001252993775,5,0.04,0.95,0.05,,,,,5581,428,415,0.00276666666666667,4.91311716822408e-12,1.53088888888889e-05,0,0,0,2,0
3,0.1,6.03263305165912e-06,0.0400063628668053,5,0.04,0.95,0.05,,,,,5611,403,389,0.00259333333333333,2.62613494994109e-05,1.34507555555556e-05,0,0,0,2,0
4,0.1,0.221519006519214,0.0412059427568128,5,0.04,0.95,0.05,,,,,5587,425,410,0.00273333333333333,0.947015615131975,1.49422222222222e-05,0,0,0,2,0
5,0.1,8.36608188502459e-06,0.0400085723326034,5,0.04,0.95,0.05,,,,,5580,424,419,0.00279333333333333,3.54803323276639e-05,1.56054222222222e-05,0,0,0,2,0
6,0.1,8.0197502571727e-06,0.0400082750721724,5,0.04,0.95,0.05,,,,,5570,440,427,0.00284666666666667,3.30210138227409e-05,8.10351111111111e-06,0,0,0,1,0
7,0.1,1.59738896443016e-05,0.0400153549380968,5,0.04,0.95,0.05,,,,,5554,455,443,0.00295333333333333,6.68858608880828e-05,8.72217777777778e-06,0,0,0,1,0
8,0.1,1.0027290817743e-07,0.0400001367054697,5,0.04,0.95,0.05,,,,,5540,474,459,0.00306,1.19981824722899e-06,9.3636e-06,0,0,0,1,0
9,0.1,1.97995313759089e-06,0.0400023182599185,5,0.04,0.95,0.05,,,,,5570,441,427,0.00284666666666667,8.22230030244681e-06,8.10351111111111e-06,0,0,0,1,0
10,0.1,8.02669349203205e-06,0.0400082443085397,5,0.04,0.95,0.05,,,,,5566,446,432,0.00288,3.4618782148306e-05,8.2944e-06,0,0,0,1,0
