idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.085952669775607,0.125,19,0.125,0.98,0.14,,,,,61360,1163,1133,0.002266,0.00226191236251597,1.0269512e-05,0,0,0,2,0
1,1,0.085952669775607,0.125,19,0.125,0.98,0.14,,,,,61360,1163,1133,0.002266,0.00226191236251597,1.0269512e-05,0,0,0,2,0
