idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.2,0.00488908836844726,0.110999496365027,1,0.1,0.7,0.5,,,,,10606,6033,4394,0.0292933333333333,0.0111133257627678,0.00171619875555556,0,,0,0,2,0
2,0.2,0.00479946807995296,0.210840912439129,1,0.2,0.656,0.45,,,,,21676,9961,8324,0.0554933333333333,0.0109157621091395,0.00615902008888889,0,,0,0,2,0
3,0.2,0.00492651136428846,0.211064587950886,1,0.2,0.93,0.375,,,,,22886,8745,7114,0.0474266666666667,0.0111998460861899,0.00224928871111111,0,,0,0,1,0
4,0.2,0.00490939696743507,0.211034463097364,1,0.2,0.457,0.23,,,,,19497,12139,10503,0.07002,0.0111619819266568,0.0049028004,0,,0,0,1,0
5,0.2,0.00485478602215589,0.110932696100454,1,0.1,0.845,0.11,,,,,10154,6472,4846,0.0323066666666667,0.0110659349028678,0.00104372071111111,0,,0,0,1,0
