idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00111977694326392,0.101499284650463,5,0.1,0.25,0.8,,,,,15000,1497,0,0,1.53169338897809e-06,0,0,,0,0,2,0
2,0.1,0.0152174564648047,0.115797184124164,5,0.1,0.65,0.95,,,,,14999,1497,0,0,3.10173988044324e-05,0,0,,0,0,2,0
3,0.1,0.0293418317927827,0.128147056449308,5,0.1,0.2,0.45,,,,,15000,1497,0,0,6.82175840631197e-05,0,0,,0,0,2,0
4,0.1,0.00371105427507747,0.0644829425571871,5,0.05,0.4,0.2,,,,,7500,1497,0,0,1.12463188431033e-17,0,0,,0,0,2,0
5,0.1,0.000565194239707705,0.0508660267918952,5,0.05,0.845,0.1,,,,,7497,1498,2,1.33333333333333e-05,2.2154500278482e-07,3.55555555555556e-10,0,,0,0,2,0
6,0.1,0.000129863649220587,0.050239200713353,5,0.05,0.35,0.55,,,,,7500,1497,0,0,1.00130752462728e-08,0,0,,0,0,1,0
7,0.1,0.000621822571524744,0.2507716192982,5,0.25,0.6,0.5,,,,,37500,1497,0,0,4.081709427062e-06,0,0,,0,0,1,0
8,0.1,0.000493126918656274,0.100680516365671,5,0.1,0.85,0.85,,,,,15000,1496,0,0,1.01560638723548e-06,0,0,,0,0,1,0
9,0.1,0.000278793367772107,0.0505205831905389,5,0.05,0.15,0.3,,,,,7500,1497,0,0,7.77210293220399e-09,0,0,,0,0,1,0
10,0.1,0.0386130113848371,0.0867603743971423,5,0.05,0.45,0.75,,,,,7500,1497,0,0,7.33547012516122e-05,0,0,,0,0,1,0
