idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,0.000124581262720071,21,0.912278308291233,0.15,10,9.34359470400531e-06,,,,,,,,0.0476190476190476,,,,,,0,3.11453156800177e-08,0.0223382623528599
2,0.000130140816049033,21,0.815854363317252,0.134145636682748,19,4.88028060183875e-06,,,,,,,,0.0476190476190476,,,,,,0,4.06690050153229e-09,0.0375987301585345
3,0.000131849586550038,21,0.794384511651008,0.130615488348992,29,3.29623966375096e-06,,,,,,,,0.0476190476190476,,,,,,0,1.22082950509295e-09,0.0474434577218413
4,0.000132533316903388,21,0.772914659984765,0.127085340015235,39,2.48499969193852e-06,,,,,,,,0.0476190476190476,,,,,,0,5.17708269153859e-10,0.0471649034226581
5,0.000132805809829518,21,0.751444808318521,0.123555191681478,49,1.99208714744276e-06,,,,,,,,0.0476190476190476,,,,,,0,2.65611619659035e-10,0.0352437968147486
6,0.00013287528028483,21,0.729974956652278,0.120025043347722,59,1.66094100356038e-06,,,,,,,,0.0476190476190476,,,,,,0,1.53790833662998e-10,0.015062577206768
7,0.000135241430439705,21,0.708505104986034,0.116494895013965,69,1.44901532613969e-06,,,,,,,,0.0476190476190476,,,,,,0,9.85724711659654e-11,0.0364153203432499
8,0.000135544286450745,21,0.687035253319791,0.112964746680209,79,1.27072768547573e-06,,,,,,,,0.0476190476190476,,,,,,0,6.61837336185276e-11,0.0247480711200922
9,0.000135552596050291,21,0.665565401653547,0.109434598346452,89,1.12960496708576e-06,,,,,,,,0.0476190476190476,,,,,,0,4.64858011146403e-11,0.0480397351234152
10,0.000135533378333575,21,0.644095549987304,0.105904450012696,99,1.01650033750181e-06,,,,,,,,0.0476190476190476,,,,,,0,3.38833445833938e-11,0.0215674939464296
11,0.000135514389235912,21,0.622625698321061,0.102374301678939,109,9.23961744790311e-07,,,,,,,,0.0476190476190476,,,,,,0,2.54534915920196e-11,0.0230626668244082
12,0.000135499825733783,21,0.601155846654817,0.0988441533451827,119,8.46873910836146e-07,,,,,,,,0.0476190476190476,,,,,,0,1.96035627508367e-11,0.0282155170259482
13,0.000135489632614299,21,0.579685994988574,0.0953140050114262,129,7.81670957390187e-07,,,,,,,,0.0476190476190476,,,,,,0,1.54175731240668e-11,0.043896288502281
14,0.0001354829732531,21,0.55821614332233,0.0917838566776697,139,7.25801642427321e-07,,,,,,,,0.0476190476190476,,,,,,0,1.23435653474034e-11,0.0450784554222825
15,0.00013547900299283,21,0.536746291656087,0.0882537083439131,149,6.7739501496415e-07,,,,,,,,0.0476190476190476,,,,,,0,1.00354817031726e-11,0.025878899485096
16,0.000135477030389467,21,0.515276439989843,0.0847235600101566,159,6.35048579950626e-07,,,,,,,,0.0476190476190476,,,,,,0,8.26886171810711e-12,0.0215665891765078
17,0.000135476524658846,21,0.4938065883236,0.0811934116764001,169,5.97690549965496e-07,,,,,,,,0.0476190476190476,,,,,,0,6.89377796961357e-12,0.0185953530098528
18,0.000135477087877093,21,0.472336736657356,0.0776632633426435,179,5.64487866154553e-07,,,,,,,,0.0476190476190476,,,,,,0,5.80748833492338e-12,0.043697199972705
19,0.000135478424194961,21,0.450866884991113,0.074133115008887,189,5.3478325340116e-07,,,,,,,,0.0476190476190476,,,,,,0,4.93798017914275e-12,0.007939113795324
20,0.000135480314048033,21,0.429397033324869,0.0706029666751305,199,5.08051177680122e-07,,,,,,,,0.0476190476190476,,,,,,0,4.23375981400102e-12,0.00971869795040451
