idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,36.3204953283395,0.0650699109258108,3,0.1,0.6,0.15,,,,,14045,639,953,0.00635333333333333,1.0057869907789,8.07296888888889e-05,0,0,0,2,0
2,0.1,0.00481683112710592,0.107163598732408,3,0.1,0.75,0.4,,,,,14633,52,366,0.00244,0.000133259884501086,1.19072e-05,0,0,0,2,0
3,0.1,0.00177565990640541,0.103143458990173,3,0.1,0.55,0.3,,,,,14574,111,425,0.00283333333333333,2.43780382296326e-05,1.60555555555556e-05,0,0,0,2,0
4,0.1,35.2942588906422,0.074323144460744,3,0.1,0.8,0.25,,,,,14534,151,465,0.0031,1.0043745886719,1.922e-05,0,0,0,2,0
5,0.1,0.0136131158769996,0.117697955169377,3,0.1,0.65,0.5,,,,,14630,55,369,0.00246,0.000409571661446882,1.21032e-05,0,0,0,2,0
6,0.1,0.00127257849708826,0.102233343837502,3,0.1,0.85,0.45,,,,,14647,38,352,0.00234666666666667,2.67265838846141e-05,5.50684444444444e-06,0,0,0,1,0
7,0.1,27.362420466342,0.0837209625225747,3,0.1,0.7,0.1,,,,,13059,1624,1940,0.0129333333333333,1.00357602734496,0.000167271111111111,0,0,0,1,0
8,0.1,0.00404074486633291,0.105980787182195,3,0.1,0.5,0.2,,,,,14374,312,626,0.00417333333333333,0.000139044040399272,1.74167111111111e-05,0,0,0,1,0
9,0.1,0.00794477084634996,0.109953237501592,3,0.1,0.9,0.35,,,,,14616,68,382,0.00254666666666667,0.000543858427795964,6.48551111111111e-06,0,0,0,1,0
10,0.1,0.00126648400267494,0.110451224510361,3,0.1,0.45,0.5,,,,,14609,75,389,0.00259333333333333,3.13908561151292e-22,6.72537777777778e-06,0,0,0,1,0
