idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,36.3204953283395,0.0650699109258108,3,0.1,0.6,0.15,,,,,14066,636,932,0.00621333333333333,1.0057869907789,7.72110222222222e-05,0,0,0,2,0
2,0.1,0.00481683112710592,0.107163598732408,3,0.1,0.75,0.4,,,,,14638,67,361,0.00240666666666667,0.000133259884501086,1.15840888888889e-05,0,0,0,2,0
3,0.1,0.00177565990640541,0.103143458990173,3,0.1,0.55,0.3,,,,,14611,93,387,0.00258,2.43780382296326e-05,1.33128e-05,0,0,0,2,0
4,0.1,35.2942588906422,0.074323144460744,3,0.1,0.8,0.25,,,,,14574,131,426,0.00284,1.0043745886719,1.61312e-05,0,0,0,2,0
5,0.1,0.0136131158769996,0.117697955169377,3,0.1,0.65,0.5,,,,,14649,55,349,0.00232666666666667,0.000409571661446882,1.08267555555556e-05,0,0,0,2,0
6,0.1,0.00127257849708826,0.102233343837502,3,0.1,0.85,0.45,,,,,14656,48,342,0.00228,2.67265838846141e-05,5.1984e-06,0,0,0,1,0
7,0.1,27.362420466342,0.0837209625225747,3,0.1,0.7,0.1,,,,,12946,1756,2054,0.0136933333333333,1.00357602734496,0.000187507377777778,0,0,0,1,0
8,0.1,0.00404074486633291,0.105980787182195,3,0.1,0.5,0.2,,,,,14369,335,630,0.0042,0.000139044040399272,1.764e-05,0,0,0,1,0
9,0.1,0.00794477084634996,0.109953237501592,3,0.1,0.9,0.35,,,,,14631,72,367,0.00244666666666667,0.000543858427795964,5.98617777777778e-06,0,0,0,1,0
10,0.1,0.00126648400267494,0.110451224510361,3,0.1,0.45,0.5,,,,,14624,81,375,0.0025,3.13908561151292e-22,6.25e-06,0,0,0,1,0
