idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,36.3204953283395,0.0650699109258108,3,0.1,0.6,0.15,,,,,14009,683,990,0.0066,1.0057869907789,8.712e-05,0,0,0,2,0
2,0.1,0.00481683112710592,0.107163598732408,3,0.1,0.75,0.4,,,,,14644,49,355,0.00236666666666667,0.000133259884501086,1.12022222222222e-05,0,0,0,2,0
3,0.1,0.00177565990640541,0.103143458990173,3,0.1,0.55,0.3,,,,,14588,104,410,0.00273333333333333,2.43780382296326e-05,1.49422222222222e-05,0,0,0,2,0
4,0.1,35.2942588906422,0.074323144460744,3,0.1,0.8,0.25,,,,,14517,175,482,0.00321333333333333,1.0043745886719,2.06510222222222e-05,0,0,0,2,0
5,0.1,0.0136131158769996,0.117697955169377,3,0.1,0.65,0.5,,,,,14642,51,357,0.00238,0.000409571661446882,1.13288e-05,0,0,0,2,0
6,0.1,0.00127257849708826,0.102233343837502,3,0.1,0.85,0.45,,,,,14655,37,344,0.00229333333333333,2.67265838846141e-05,5.25937777777778e-06,0,0,0,1,0
7,0.1,27.362420466342,0.0837209625225747,3,0.1,0.7,0.1,,,,,12946,1745,2054,0.0136933333333333,1.00357602734496,0.000187507377777778,0,0,0,1,0
8,0.1,0.00404074486633291,0.105980787182195,3,0.1,0.5,0.2,,,,,14393,299,606,0.00404,0.000139044040399272,1.63216e-05,0,0,0,1,0
9,0.1,0.00794477084634996,0.109953237501592,3,0.1,0.9,0.35,,,,,14605,87,394,0.00262666666666667,0.000543858427795964,6.89937777777778e-06,0,0,0,1,0
10,0.1,0.00126648400267494,0.110451224510361,3,0.1,0.45,0.5,,,,,14626,65,372,0.00248,3.13908561151292e-22,6.1504e-06,0,0,0,1,0
