idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.010645633647915,0.107624642850804,8,0.1,0.25,0.8,,,,,14999,1498,0,0,1.05481427139362e-05,0,0,,0,0,2,0
2,0.1,6.45413768384019e-05,0.100069570072005,8,0.1,0.65,0.95,,,,,15000,1497,0,0,3.23507528396568e-08,0,0,,0,0,2,0
3,0.1,0.0220195563689491,0.114709537015642,8,0.1,0.2,0.45,,,,,15000,1497,0,0,2.28092601637426e-05,0,0,,0,0,2,0
4,0.1,0.00853686616937195,0.0567143448037503,8,0.05,0.4,0.2,,,,,7500,1497,0,0,3.42576209801422e-06,0,0,,0,0,2,0
5,0.1,0.0256116612937008,0.0673834325851333,8,0.05,0.845,0.1,,,,,7499,1496,0,0,1.92173207427216e-05,0,0,,0,0,2,0
6,0.1,0.00239789132316405,0.0540670603449158,8,0.05,0.35,0.55,,,,,7500,1497,0,0,1.63794431580814e-12,0,0,,0,0,1,0
7,0.1,0.00463235739765075,0.25320174170409,8,0.25,0.6,0.5,,,,,37499,1497,0,0,1.57494744027807e-05,0,0,,0,0,1,0
8,0.1,0.0121355791685593,0.108432542378992,8,0.1,0.85,0.85,,,,,15000,1497,0,0,1.48460273883783e-05,0,0,,0,0,1,0
9,0.1,0.0368000453979193,0.0754931133314098,8,0.05,0.15,0.3,,,,,7500,1497,0,0,1.53568543765406e-05,0,0,,0,0,1,0
10,0.1,0.0157726190467943,0.0620688034511862,8,0.05,0.45,0.75,,,,,7500,1497,0,0,4.81974506120935e-06,0,0,,0,0,1,0
