idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,0.000305749037750811,21,0.912278308291233,0.15,33,4.17834152577176e-06,2.49351419816117e-06,4.11284022848251e-05,,,,,,0.0476190476190476,,,,,,0,4.62421295386565e-10,0.0223382623528599
2,0.000140368617020791,21,0.815854363317252,0.134145636682748,33,3.02453968364516e-06,2.93391135314635e-06,4.15310210277854e-05,,,,,,0.0476190476190476,,,,,,0,8.32135476250069e-10,0.0375987301585345
3,0.000295821153431955,21,0.794384511651008,0.130615488348992,33,4.1197727226692e-06,2.5052213076328e-06,4.11404640927552e-05,,,,,,0.0476190476190476,,,,,,0,4.73497335726444e-10,0.0474434577218413
4,0.000252495767249859,21,0.772914659984765,0.127085340015235,33,3.85184632530684e-06,2.56959726084939e-06,4.12032980369812e-05,,,,,,0.0476190476190476,,,,,,0,5.31196090754861e-10,0.0471649034226581
5,5.89444326065566e-05,21,0.751444808318521,0.123555191681478,33,2.17115234625856e-06,3.89913179059077e-06,4.25257698738414e-05,,,,,,0.0476190476190476,,,,,,0,1.7455871255209e-09,0.0352437968147486
6,6.19024399675881e-05,21,0.729974956652278,0.120025043347722,33,2.21009286230875e-06,3.82870174582129e-06,4.24428516574894e-05,,,,,,0.0476190476190476,,,,,,0,1.66944551270915e-09,0.015062577206768
7,0.000103019798294407,21,0.708505104986034,0.116494895013965,33,2.67709234932513e-06,3.21364390925374e-06,4.17914544905882e-05,,,,,,0.0476190476190476,,,,,,0,1.07128466156026e-09,0.0364153203432499
8,7.10855091717904e-05,21,0.687035253319791,0.112964746680209,33,2.32539215800332e-06,3.64098586226021e-06,4.22306961112937e-05,,,,,,0.0476190476190476,,,,,,0,1.47462866588116e-09,0.0247480711200922
9,0.000109771849472,21,0.665565401653547,0.109434598346452,33,2.74407714676362e-06,3.15085497940172e-06,4.17314265652113e-05,,,,,,0.0476190476190476,,,,,,0,1.01616259968979e-09,0.0480397351234152
10,5.54387205827262e-05,21,0.644095549987304,0.105904450012696,33,2.12371355002428e-06,3.99036886475807e-06,4.26359803605146e-05,,,,,,0.0476190476190476,,,,,,0,1.84679051089579e-09,0.0215674939464296
11,0.000105362786272755,21,0.622625698321061,0.102374301678939,33,2.70057835660543e-06,3.19107282205941e-06,4.17697581771506e-05,,,,,,0.0476190476190476,,,,,,0,1.05136150872492e-09,0.0230626668244082
12,0.000123733461173287,21,0.601155846654817,0.0988441533451827,33,2.87634325982546e-06,3.0401121341522e-06,4.16278970478696e-05,,,,,,0.0476190476190476,,,,,,0,9.21094172378742e-10,0.0282155170259482
13,0.000186865444840396,21,0.579685994988574,0.0953140050114262,33,3.3974585157244e-06,2.73069153706933e-06,4.13495761010913e-05,,,,,,0.0476190476190476,,,,,,0,6.65519381948711e-10,0.043896288502281
14,0.000118027370891468,21,0.55821614332233,0.0917838566776697,33,2.82323700904088e-06,3.08260398845056e-06,4.16672884886624e-05,,,,,,0.0476190476190476,,,,,,0,9.57266294318887e-10,0.0450784554222825
15,0.000106089649979528,21,0.536746291656087,0.0882537083439131,33,2.7078112200768e-06,3.18424477843198e-06,4.17632211125155e-05,,,,,,0.0476190476190476,,,,,,0,1.04535869455129e-09,0.025878899485096
16,5.57005425903011e-05,21,0.515276439989843,0.0847235600101566,33,2.12730739834856e-06,3.98323650809479e-06,4.2627249292954e-05,,,,,,0.0476190476190476,,,,,,0,1.83877300165741e-09,0.0215665891765078
17,9.1565227165313e-05,21,0.4938065883236,0.0811934116764001,33,2.55822102329681e-06,3.3379749192253e-06,4.19134818933953e-05,,,,,,0.0476190476190476,,,,,,0,1.18333920959245e-09,0.0185953530098528
18,0.000746960040303717,21,0.472336736657356,0.0776632633426435,33,6.19293139603904e-06,2.39115861225417e-06,4.08995378332584e-05,,,,,,0.0476190476190476,,,,,,0,2.52261101110481e-10,0.043697199972705
19,7.47155485708469e-05,21,0.450866884991113,0.074133115008887,33,2.3688978737078e-06,3.5773351441413e-06,4.21615681055649e-05,,,,,,0.0476190476190476,,,,,,0,1.41115024005119e-09,0.007939113795324
20,6.19238715402697e-05,21,0.429397033324869,0.0706029666751305,33,2.21037156105494e-06,3.82821139188047e-06,4.24422808388226e-05,,,,,,0.0476190476190476,,,,,,0,1.66892134497109e-09,0.00971869795040451
