idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,64263.5397329708,0.0991496359606464,1,0.1,0.6,0.75,,,,,13698,1300,1302,0.00868,1.0000000264649,0.0001506848,0,0,0,2,0
2,0.1,60122.0679045857,0.101938991690457,1,0.1,0.5,0.85,,,,,13798,1201,1202,0.00801333333333333,0.999999935498172,0.000128427022222222,0,0,0,2,0
3,0.1,65868.215242358,0.0966583221037889,1,0.1,0.7,0.65,,,,,13527,1471,1473,0.00982,1.00000010146557,0.0001928648,0,0,0,2,0
4,0.1,52762.0806143984,0.103433206956195,1,0.1,0.45,0.9,,,,,13717,1281,1283,0.00855333333333333,0.999999869860828,0.000146319022222222,0,0,0,2,0
5,0.1,65038.3496782365,0.103309114751986,1,0.1,0.35,0.7,,,,,13603,1395,1397,0.00931333333333333,0.999999898241127,0.000173476355555556,0,0,0,2,0
6,0.1,66968.2307823551,0.0973164399818034,1,0.1,0.4,0.4,,,,,13095,1903,1905,0.0127,1.00000008014427,0.00016129,0,0,0,1,0
7,0.1,0.000671620646346361,0.106371994924197,1,0.1,0.3,0.7,,,,,13648,1350,1352,0.00901333333333333,5.74473382794475e-09,8.12401777777778e-05,0,0,0,1,0
8,0.1,66150.4632968837,0.103343294252763,1,0.1,0.4,0.8,,,,,13547,1451,1453,0.00968666666666667,0.999999898918498,9.38315111111111e-05,0,0,0,1,0
9,0.1,68800.0562182506,0.0956289049010909,1,0.1,0.55,0.45,,,,,13432,1566,1568,0.0104533333333333,1.00000012706662,0.000109272177777778,0,0,0,1,0
10,0.1,68063.6112013888,0.09268243710777,1,0.1,0.45,0.25,,,,,12443,2554,2557,0.0170466666666667,1.00000021502132,0.000290588844444444,0,0,0,1,0
