idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,64263.5397329708,0.0991496359606464,1,0.1,0.6,0.75,,,,,13690,1308,1310,0.00873333333333333,1.0000000264649,0.000152542222222222,0,0,0,2,0
2,0.1,60122.0679045857,0.101938991690457,1,0.1,0.5,0.85,,,,,13782,1216,1218,0.00812,0.999999935498172,0.0001318688,0,0,0,2,0
3,0.1,65868.215242358,0.0966583221037889,1,0.1,0.7,0.65,,,,,13473,1524,1527,0.01018,1.00000010146557,0.0002072648,0,0,0,2,0
4,0.1,52762.0806143984,0.103433206956195,1,0.1,0.45,0.9,,,,,13608,1389,1392,0.00928,0.999999869860828,0.0001722368,0,0,0,2,0
5,0.1,65038.3496782365,0.103309114751986,1,0.1,0.35,0.7,,,,,13517,1480,1483,0.00988666666666667,0.999999898241127,0.000195492355555556,0,0,0,2,0
6,0.1,66968.2307823551,0.0973164399818034,1,0.1,0.4,0.4,,,,,13071,1926,1929,0.01286,1.00000008014427,0.0001653796,0,0,0,1,0
7,0.1,0.000671620646346361,0.106371994924197,1,0.1,0.3,0.7,,,,,13689,1308,1311,0.00874,5.74473382794475e-09,7.63876e-05,0,0,0,1,0
8,0.1,66150.4632968837,0.103343294252763,1,0.1,0.4,0.8,,,,,13770,1227,1230,0.0082,0.999999898918498,6.724e-05,0,0,0,1,0
9,0.1,68800.0562182506,0.0956289049010909,1,0.1,0.55,0.45,,,,,13409,1587,1591,0.0106066666666667,1.00000012706662,0.000112501377777778,0,0,0,1,0
10,0.1,68063.6112013888,0.09268243710777,1,0.1,0.45,0.25,,,,,12364,2632,2636,0.0175733333333333,1.00000021502132,0.000308822044444444,0,0,0,1,0
