idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,64263.5397329708,0.0991496359606464,1,0.1,0.6,0.75,,,,,13273,1725,1727,0.0115133333333333,1.0000000264649,0.000265113688888889,0,0,0,2,0
2,0.1,60122.0679045857,0.101938991690457,1,0.1,0.5,0.85,,,,,13471,1527,1529,0.0101933333333333,0.999999935498172,0.000207808088888889,0,0,0,2,0
3,0.1,65868.215242358,0.0966583221037889,1,0.1,0.7,0.65,,,,,13431,1567,1569,0.01046,1.00000010146557,0.0002188232,0,0,0,2,0
4,0.1,52762.0806143984,0.103433206956195,1,0.1,0.45,0.9,,,,,13578,1420,1422,0.00948,0.999999869860828,0.0001797408,0,0,0,2,0
5,0.1,65038.3496782365,0.103309114751986,1,0.1,0.35,0.7,,,,,13780,1218,1220,0.00813333333333333,0.999999898241127,0.000132302222222222,0,0,0,2,0
6,0.1,66968.2307823551,0.0973164399818034,1,0.1,0.4,0.4,,,,,13458,1540,1542,0.01028,1.00000008014427,0.0001056784,0,0,0,1,0
7,0.1,0.000671620646346361,0.106371994924197,1,0.1,0.3,0.7,,,,,13925,1073,1075,0.00716666666666667,5.74473382794475e-09,5.13611111111111e-05,0,0,0,1,0
8,0.1,66150.4632968837,0.103343294252763,1,0.1,0.4,0.8,,,,,13844,1153,1156,0.00770666666666667,0.999999898918498,5.93927111111111e-05,0,0,0,1,0
9,0.1,68800.0562182506,0.0956289049010909,1,0.1,0.55,0.45,,,,,13055,1942,1945,0.0129666666666667,1.00000012706662,0.000168134444444444,0,0,0,1,0
10,0.1,68063.6112013888,0.09268243710777,1,0.1,0.45,0.25,,,,,12119,2878,2881,0.0192066666666667,1.00000021502132,0.000368896044444444,0,0,0,1,0
