idx,clientVars,period,p,q,delay,theoretical_vwd_rate,theoretical_wld_rate,theoretical_dbldf_rate,vwd_deficit,packet_deadline_array,delay_time_array,mc,channel_states,mu,activations,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,weight,aoi_lambda
1,2.77077632283858e-06,21,0.912278308291233,0.15,5,41.083868772436,,,,,,,,0.0476190476101669,,,,,,0,1,0.0321716599326341
2,2.77077647866202e-06,21,0.815854363317252,0.134145636682748,5,28.0978811243556,,,,,,,,0.0476190475425285,,,,,,0,1,0.0552569526586835
3,2.77077720879152e-06,21,0.794384511651008,0.130615488348992,5,26.2812404746211,,,,,,,,0.0476190476461819,,,,,,0,1,0.0614226862979536
4,2.77077479944914e-06,21,0.772914659984765,0.127085340015235,5,22.794149450663,,,,,,,,0.0476190475638107,,,,,,0,1,0.0781644578907588
5,2.77077825946641e-06,21,0.751444808318521,0.123555191681478,5,19.7574734054418,,,,,,,,0.04761904757783,,,,,,0,1,0.102491964622392
6,2.77077679326396e-06,21,0.729974956652278,0.120025043347722,5,29.9465864967091,,,,,,,,0.0476190476893692,,,,,,0,1,0.0501354269283911
7,2.77077870669035e-06,21,0.708505104986034,0.116494895013965,5,19.1966929133715,,,,,,,,0.0476190475964903,,,,,,0,1,0.10874196263725
8,2.77077779277791e-06,21,0.687035253319791,0.112964746680209,5,75.891520832273,,,,,,,,0.047619047653505,,,,,,0,1,0.0151766002589746
9,2.7707781457131e-06,21,0.665565401653547,0.109434598346452,5,76.2878408323977,,,,,,,,0.0476190475492087,,,,,,0,1,0.0150858619692776
10,2.77077422785154e-06,21,0.644095549987304,0.105904450012696,5,34.2069310244066,,,,,,,,0.0476190477613854,,,,,,0,1,0.0413115250837634
11,0.00538422057251711,21,0.622625698321061,0.102374301678939,10,0.0269211028625856,7.44788467392734e-05,0.00067030962065346,,,,,,0.0476190476190476,,,,,,0,1,0.0616220986546211
12,0.00134608123656631,21,0.601155846654817,0.0988441533451827,20,0.0134608123656631,0.000595830773914187,0.00134061924130692,,,,,,0.0476190476190476,,,,,,0,1,0.0192082087247526
13,0.000598269538170367,21,0.579685994988574,0.0953140050114262,30,0.0089740430725555,0.00201092886196038,0.00201092886196038,,,,,,0.0476190476190476,,,,,,0,1,0.0815667490632398
14,0.000336532980153461,21,0.55821614332233,0.0917838566776697,40,0.00673065960306922,0.0047666461913135,0.00268123848261384,,,,,,0.0476190476190476,,,,,,0,1,0.097727732410075
15,0.000215385208983891,21,0.536746291656087,0.0882537083439131,50,0.00538463022459727,0.00930985584240917,0.0033515481032673,,,,,,0.0476190476190476,,,,,,0,1,0.102337524958606
16,0.000149576013558943,21,0.515276439989843,0.0847235600101566,60,0.00448728040676829,0.0160874308956831,0.00402185772392076,,,,,,0.0476190476190476,,,,,,0,1,0.0526436787769684
17,0.000109894588445382,21,0.4938065883236,0.0811934116764001,70,0.00384631059558837,0.0255462444315708,0.00469216734457422,,,,,,0.0476190476190476,,,,,,0,1,0.0556141689194848
18,8.41396701096947e-05,21,0.472336736657356,0.0776632633426435,80,0.00336558680438779,0.038133169530508,0.00536247696522768,,,,,,0.0476190476190476,,,,,,0,1,0.0618164908263339
19,6.64819394731792e-05,21,0.450866884991113,0.074133115008887,90,0.00299168727629306,0.0542950792729303,0.00603278658588114,,,,,,0.0476190476190476,,,,,,0,1,0.0990755288841874
20,5.38514140635052e-05,21,0.429397033324869,0.0706029666751305,100,0.00269257070317526,0.0744788467392734,0.0067030962065346,,,,,,0.0476190476190476,,,,,,0,1,0.0643779999502301
