idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.2,491.094605148528,0.064949779091893,2,0.2,0.8,0.15,,,,,20723,2921,9276,0.06184,1.0011005987353,0.0076483712,0,0,0,2,0
2,0.2,0.0119989725020668,0.228164853806841,2,0.2,0.65,0.5,,,,,25099,2325,4900,0.0326666666666667,8.36316482967432e-05,0.00213422222222222,0,0,0,2,0
3,0.2,0.00233627049009004,0.206431252011169,2,0.2,0.95,0.25,,,,,23597,2516,6402,0.04268,1.65166296802558e-05,0.0018215824,0,0,0,1,0
4,0.2,328.979818981845,0.147276727317537,2,0.2,0.7,0.45,,,,,25015,2410,4985,0.0332333333333333,1.00064125727384,0.00110445444444444,0,0,0,1,0
5,0.2,0.0144410973515674,0.233908326650947,2,0.2,0.65,0.6,,,,,25169,2255,4831,0.0322066666666667,8.33739605297262e-05,0.00103726937777778,0,0,0,1,0
