idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.000121221646018065,0.108166775500539,3.5,0.1,0.6,0.75,,,,,14998,1,0,0,1.54607060179531e-205,0,0,0,0,2,0
2,0.1,5.91959629674487e-05,0.143981271357554,3.5,0.1,0.5,0.85,,,,,14998,1,0,0,0,0,0,0,0,2,0
3,0.1,29.4625993367085,0.0183515971724421,3.5,0.1,0.7,0.65,,,,,14998,1,1,6.66666666666667e-06,1.01958817058734,8.88888888888889e-11,0,0,0,2,0
4,0.1,0.000176488073935381,0.10106078751202,3.5,0.1,0.45,0.9,,,,,14998,1,0,0,5.34082975752001e-19,0,0,0,0,2,0
5,0.1,0.0118358662555452,0.108581872986339,3.5,0.1,0.35,0.7,,,,,14998,1,1,6.66666666666667e-06,0.00624787102782509,8.88888888888889e-11,0,0,0,2,0
6,0.1,0.00354667986387848,0.105246264705458,3.5,0.1,0.4,0.4,,,,,14997,2,3,2e-05,3.18513342744828e-05,4e-10,0,0,0,1,0
7,0.1,1.19045862944093e-05,0.100191526736455,3.5,0.1,0.3,0.7,,,,,14997,1,1,6.66666666666667e-06,1.23033592585193e-49,4.44444444444444e-11,0,0,0,1,0
8,0.1,9.89082340601925e-06,0.100020110081248,3.5,0.1,0.4,0.8,,,,,14997,1,1,6.66666666666667e-06,6.59066217591993e-07,4.44444444444444e-11,0,0,0,1,0
9,0.1,0.000400232454926314,0.104668697477776,3.5,0.1,0.55,0.45,,,,,14998,0,1,6.66666666666667e-06,3.44977879233992e-36,4.44444444444444e-11,0,0,0,1,0
10,0.1,9.09216820053518e-05,0.109563439100865,3.5,0.1,0.45,0.25,,,,,14983,14,15,0.0001,1.72379503834011e-320,1e-08,0,0,0,1,0
