idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states_1,channel_states_2,channel_states_3,channel_states_4,channel_states_5,channel_states_6,channel_states_7,channel_states_8,channel_states_9,channel_states_10,channel_states_11,channel_states_12,channel_states_13,channel_states_14,channel_states_15,channel_states_16,channel_states_17,channel_states_18,channel_states_19,channel_states_20,channel_states_21,channel_states_22,channel_states_23,channel_states_24,channel_states_25,channel_states_26,channel_states_27,channel_states_28,channel_states_29,channel_states_30,channel_states_31,channel_states_32,channel_states_33,channel_states_34,channel_states_35,channel_states_36,channel_states_37,channel_states_38,channel_states_39,channel_states_40,channel_states_41,channel_states_42,channel_states_43,channel_states_44,channel_states_45,channel_states_46,channel_states_47,channel_states_48,channel_states_49,channel_states_50,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.793401131848399,0.471887239536111,20,0.2,0.379567444584197,0.339156799554327,,,,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,9,10,0,0,1.11413875163358e-06,0,0,,0,0,1,0
1,1,0.793401131848399,0.471887239536111,20,0.2,0.379567444584197,0.339156799554327,,,,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,9,10,0,0,1.11413875163358e-06,0,0,,0,0,1,0
