idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.1,0.00217373369059886,0.106452961272713,3,0.1,0.25,0.8,,,,,15000,1497,0,0,1.83866199293529e-08,0,0,,0,0,2,0
2,0.1,0.00246892723171191,0.107119006649262,3,0.1,0.65,0.95,,,,,15000,1496,0,0,3.06495589847835e-08,0,0,,0,0,2,0
3,0.1,0.00232862592839088,0.107040623345462,3,0.1,0.2,0.45,,,,,14999,1497,0,0,1.3226295859211e-08,0,0,,0,0,2,0
4,0.1,0.00362303922821303,0.0610557359593072,3,0.05,0.4,0.2,,,,,7499,1498,1,6.66666666666667e-06,1.11809702619835e-08,8.88888888888889e-11,0,,0,0,2,0
5,0.1,0.00214166746153926,0.0564112164857829,3,0.05,0.845,0.1,,,,,7445,1552,55,0.000366666666666667,1.58296979998582e-08,2.68888888888889e-07,0,,0,0,2,0
6,0.1,0.00669255990630963,0.0699673648693865,3,0.05,0.35,0.55,,,,,7500,1497,0,0,1.68132132166619e-08,0,0,,0,0,1,0
7,0.1,0.000935480461515153,0.252810370951575,3,0.25,0.6,0.5,,,,,37354,1642,145,0.000966666666666667,1.48509274103845e-08,9.34444444444444e-07,0,,0,0,1,0
8,0.1,0.00239817026580853,0.107065362735469,3,0.1,0.85,0.85,,,,,14999,1497,0,0,2.10390941320097e-08,0,0,,0,0,1,0
9,0.1,0.00476259103069944,0.0638968053758951,3,0.05,0.15,0.3,,,,,7499,1497,0,0,2.49235758062056e-08,0,0,,0,0,1,0
10,0.1,0.00602855289762255,0.0679453408930822,3,0.05,0.45,0.75,,,,,7500,1497,0,0,1.75125725206946e-08,0,0,,0,0,1,0
