idx,beta,clientVars,mu,delay,lambda,p,q,packet_time_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,packet_deadline_array,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,0.2,0.00487559275367321,0.110974448200531,0.6,0.1,0.7,0.5,,,,,7722,8952,7278,0.04852,0.0671333587328804,0.0047083808,0,,0,0,2,0
2,0.2,0.00487557344052451,0.210974420317338,0.6,0.2,0.656,0.45,,,,,15895,15779,14105,0.0940333333333333,0.0671331011586283,0.0176845355555556,0,,0,0,2,0
3,0.2,0.00487558614141466,0.210974440456354,0.6,0.2,0.93,0.375,,,,,16885,14780,13115,0.0874333333333333,0.0671332407688655,0.00764458777777778,0,,0,0,1,0
4,0.2,0.00487557337571377,0.210974420895475,0.6,0.2,0.457,0.23,,,,,14215,17450,15785,0.105233333333333,0.0671330891955711,0.0110740544444444,0,,0,0,1,0
5,0.2,0.00487557961208773,0.110974426083164,0.6,0.1,0.845,0.11,,,,,7367,9299,7633,0.0508866666666667,0.0671332354211529,0.00258945284444444,0,,0,0,1,0
