idx,beta,clientVars,mu,delay,lambda,p,q,packet_deadline_array,delay_time_array,mc,channel_states,A_t,U_t,D_t,tot_interrupt_rate,theoretical_interrupt_rate,qoe_penalty,vwd_deficit,avg_tot_interrupt_rate,avg_interrupt_over_runs,qoe_penalty_constant,activations
1,1,0.266666825960313,0.2,4,0.2,0.6,0.15,,,,,85607,14392,14393,0.028786,0.0333333532450392,0.001657267592,0,0,0,2,0
1,1,0.266666825960313,0.2,4,0.2,0.6,0.15,,,,,85607,14392,14393,0.028786,0.0333333532450392,0.001657267592,0,0,0,2,0
